"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TENM1",-1.81327474747475,5.0961393258427,-17.8590810830188,3.27475102771615e-54,7.46494381999842e-53,112.483313842647
"CPD",1.42318,6.77408539325843,17.8581918274023,3.30531189821575e-54,7.52145930904628e-53,112.47405564795
"BOP1",1.25497272727273,5.03576404494382,17.7568221399619,9.5250758006779e-54,2.13397703376356e-52,111.419180667713
"TBC1D16",1.04605707070707,5.32693707865169,17.7554916255862,9.65825667680657e-54,2.1601030670477e-52,111.405341755714
"TOPBP1",1.16455808080808,6.44030786516854,17.7383116702861,1.15546521677656e-53,2.57100869651017e-52,111.226665893449
"COLEC11",-1.97931888888889,8.23017078651685,-17.6935645599137,1.84284122225385e-53,4.05892005016351e-52,110.761423850002
"RRS1",1.19316818181818,5.9313191011236,17.6860103911525,1.9939042196923e-53,4.38423560211938e-52,110.682902100057
"ITIH4",-1.94540131313131,11.3218292134831,-17.6840403785154,2.03529327309932e-53,4.46019982990622e-52,110.662425775297
"NEDD4L",1.17501222222222,4.61115730337079,17.6832489962877,2.05216051761922e-53,4.4896176156438e-52,110.654200254599
"ALDH1B1",-1.44512777777778,6.10126741573034,-17.6814599094409,2.09080901811447e-53,4.55887270688873e-52,110.635604961767
"MRPL13",1.24132252525253,7.05932134831461,17.668601622266,2.39082251432871e-53,5.19565579405534e-52,110.501968983186
"C8orf33",1.12650666666666,5.52158202247191,17.6625901145742,2.54548151740841e-53,5.51337765871897e-52,110.439497296871
"SLC46A3",-1.94338515151515,7.21032134831461,-17.659660334396,2.62443995126238e-53,5.67497056791213e-52,110.409052320785
"LAGE3",1.07854363636364,6.01466741573034,17.6457265035783,3.03477818880806e-53,6.54057401716832e-52,110.2642702514
"DKC1",1.00566343434343,6.11822696629214,17.6191165127082,4.00487766023546e-53,8.60289947476279e-52,109.987830115049
"ACBD4",-1.09487383838384,5.69053483146067,-17.6131525250306,4.26170777400668e-53,9.13954073441991e-52,109.925882854822
"BTG3",1.14994454545455,5.43012808988764,17.5488240666559,8.33005777608007e-53,1.75186489261787e-51,109.257948989903
"RNF187",1.04297272727272,7.57857303370787,17.5419086997524,8.9521333111222e-53,1.87362546137596e-51,109.186171725208
"MRPS17",1.09173333333333,6.5812,17.5411398797865,9.02409824102329e-53,1.88566052828049e-51,109.178192162892
"TNXA",-1.02048939393939,5.82764494382022,-17.5054062255162,1.30915963392219e-52,2.70525078711751e-51,108.807383874521
"FAHD2A",-1.28905555555556,6.81513033707865,-17.498751154928,1.40307392818697e-52,2.89015496834596e-51,108.73833947452
"WASHC2A",1.02077323232323,7.73112584269663,17.4937488657611,1.47806942491437e-52,3.0350468081037e-51,108.686445375166
"KIF2C",1.11215777777777,4.41942696629213,17.4689361811962,1.9135968262602e-52,3.90475571480544e-51,108.429077349023
"PLGLB2",-2.10611616161616,9.90233707865169,-17.4501612167296,2.32646132578208e-52,4.73240705567435e-51,108.234380259945
"TRIP13",1.10612515151515,4.36164494382022,17.4303512407339,2.85891004642163e-52,5.78840498374094e-51,108.028992458322
"CPT2",-1.10829717171717,7.04839775280899,-17.4169964092985,3.28495370010143e-52,6.63041970520474e-51,107.890555646836
"SULT1A1",-1.47959313131314,9.04378202247191,-17.4117558353797,3.46897012464382e-52,6.99102031765544e-51,107.83623707205
"MPC1",-1.04319343434344,10.4624471910112,-17.4006646800692,3.89308783253663e-52,7.82156737264178e-51,107.721287377422
"UBD",2.38373212121212,9.39331235955056,17.3771979742844,4.96893164996664e-52,9.90671250518578e-51,107.478122212254
"SLC10A1",-3.04769888888889,9.58907865168539,-17.3679384502547,5.47102908829866e-52,1.08911066079887e-50,107.382190979
"SUZ12",1.00132727272727,7.25336179775281,17.3528747367668,6.39840276179544e-52,1.27178008553431e-50,107.226147646566
"CCN1",-1.92771313131313,7.42680449438202,-17.3495605699344,6.62264275386694e-52,1.31434762355664e-50,107.191820047897
"ARMC1",1.18933545454545,6.02865393258427,17.3354626867496,7.6676360931783e-52,1.51712150256376e-50,107.045810581223
"ATP6V1C1",1.20050424242424,4.41050561797753,17.3259238012271,8.46660497688848e-52,1.66761423404303e-50,106.947030900605
"YWHAH",1.15097484848485,6.25768539325843,17.3124505497733,9.7387848749376e-52,1.9124098792818e-50,106.807526938785
"XDH",-1.58431141414141,6.01055730337079,-17.3118228747019,9.80249925623259e-52,1.92202688424085e-50,106.801028415376
"GADD45B",-1.54932090909091,8.31267640449438,-17.310719939403,9.91546696298316e-52,1.94125786381888e-50,106.789609479765
"SERPINA4",-2.02042525252525,8.61937303370786,-17.304772994056,1.05473720368516e-51,2.06187682141691e-50,106.728041864526
"FCGR2B",-1.3872004040404,5.14982471910112,-17.29548269653,1.16159891204636e-51,2.26737847517552e-50,106.631869397748
"RBM3",1.17515535353535,7.11538876404494,17.2925997399432,1.19690972780193e-51,2.33281105243788e-50,106.60202729561
"TPGS2",1.20436393939394,6.30317078651685,17.2770092589123,1.40729086323106e-51,2.73060499489133e-50,106.440663751475
"CTSA",1.0948704040404,9.11521797752809,17.2699072681543,1.5150051225842e-51,2.92706148243452e-50,106.367166672783
"CYP4F2",-1.82043181818182,8.71618876404494,-17.2628032889915,1.63098802235095e-51,3.14127811276722e-50,106.293654963908
"MACROD1",-1.22982464646465,6.63608764044944,-17.2174400522665,2.61194700133605e-51,5.00105388405591e-50,105.824379084683
"SPAG5",1.03731767676768,5.97679101123595,17.2065807630728,2.92352206266155e-51,5.5894141019126e-50,105.712077835716
"CFI",-1.41646535353535,9.87095056179775,-17.1846112558622,3.6720013601377e-51,6.99988680333851e-50,105.484923808583
"IRF8",-1.00704878787879,6.50121348314607,-17.1740607151234,4.09671379695037e-51,7.79810966400524e-50,105.375857112038
"ABHD6",-1.11755232323232,7.2064,-17.1728083813131,4.15027921513744e-51,7.88855549361182e-50,105.362911952029
"SLC6A16",-1.12552111111111,4.98356629213483,-17.1403918909482,5.80875907753932e-51,1.09609854720746e-49,105.027894864774
"MOB4",1.18721242424242,6.05491685393258,17.136875052395,6.02448801910201e-51,1.13516328440854e-49,104.991556879159
"CDC123",1.02231323232323,6.90240449438202,17.1129985034211,7.71653227508658e-51,1.44771027819934e-49,104.744891071474
"F9",-2.66168787878787,10.6715573033708,-17.083379283906,1.0489099871455e-50,1.95941795449715e-49,104.438996736648
"FAXDC2",-1.44954888888889,7.02338202247191,-17.0819844732744,1.06418004486007e-50,1.98388991630253e-49,104.424594443015
"CDK7",1.07264545454546,5.53470337078652,17.0819053170275,1.06505325670049e-50,1.98388991630253e-49,104.423777112481
"COL15A1",1.72590080808081,4.84371011235955,17.074111640263,1.15462852350661e-50,2.14461557236505e-49,104.34330708265
"CTH",-2.23117777777778,6.46147640449438,-17.0486910781284,1.50248548358987e-50,2.77885222986217e-49,104.080891856202
"CAT",-1.18843585858586,11.3683191011236,-17.0443990624105,1.57078514674391e-50,2.89840672401909e-49,104.036593640587
"PNO1",1.03084777777778,5.35046516853933,17.0443506708387,1.57157263124588e-50,2.89840672401909e-49,104.036094200857
"SDF2L1",1.10225909090909,6.97186292134831,16.9981808438001,2.5348600870072e-50,4.6552169964066e-49,103.559720559612
"POGK",1.14466757575758,6.79452359550562,16.9860921825123,2.87273704024736e-50,5.25352289870763e-49,103.435036617843
"ALAS1",-1.42319191919191,9.51764494382022,-16.9714015928569,3.34443938949592e-50,6.09904128666255e-49,103.283541467086
"AZIN1",1.24700171717172,6.70262921348315,16.9470250582609,4.30386205600614e-50,7.80501493021754e-49,103.032222849589
"SULT1C2",2.23085797979798,4.93475280898876,16.9452993847871,4.38138422251536e-50,7.92356017716751e-49,103.014434336751
"TKT",1.58331484848485,7.10878426966292,16.937051461162,4.77160845250536e-50,8.61731338119354e-49,102.92941882751
"P4HA2",1.40346202020202,5.54702471910112,16.9091147081402,6.37002670782098e-50,1.14091728356151e-48,102.641527007749
"PCK2",-1.52152828282828,9.8250606741573,-16.9061069127987,6.57125006752404e-50,1.17534334198143e-48,102.61053742826
"PON1",-1.15567818181818,5.17198651685393,-16.8965559326493,7.25327326422546e-50,1.29378153340952e-48,102.512140782896
"ACADSB",-1.46792232323232,7.34689662921348,-16.8917302159622,7.6243115007755e-50,1.35625371976278e-48,102.462429614388
"PEMT",-1.45955919191919,7.99138426966292,-16.8896287657503,7.79175610309269e-50,1.38226813371736e-48,102.440782906722
"AZGP1",-1.81169242424243,11.1279348314607,-16.8599299510574,1.05911958565239e-49,1.87125478012486e-48,102.134923074833
"AKR1B10",3.66016414141414,7.90245842696629,16.8548043081991,1.11672820378498e-49,1.9624014891041e-48,102.082147452865
"ADH1B",-2.55578717171717,11.1309707865169,-16.8470650769901,1.20969584993817e-49,2.12291038860617e-48,102.002467997208
"MOSPD1",1.25244616161616,5.60418202247191,16.8281156138746,1.47127787186482e-49,2.57158072000608e-48,101.807407416604
"CYP4F3",-1.64980171717172,6.89750786516854,-16.822815821497,1.55406438307152e-49,2.71264330533729e-48,101.7528615017
"RGN",-1.46542141414142,9.1498202247191,-16.8202842107682,1.5952361045857e-49,2.78078657322099e-48,101.726807293358
"PRPF4B",1.01068080808081,6.69718202247191,16.8048031430062,1.87180159396187e-49,3.25418946448918e-48,101.567502012611
"MRPL42",1.1178793939394,6.08964719101124,16.7663332662842,2.78446883744856e-49,4.82801717706008e-48,101.171776265133
"TOMM20",1.01789575757575,9.39695730337079,16.7563144991092,3.08779179321177e-49,5.33975029067483e-48,101.068750256786
"ADGRA3",-1.36990505050505,7.71347865168539,-16.7290315876462,4.09170328301276e-49,7.02921200358412e-48,100.788262414936
"ADH1A",-2.17803080808081,10.8347348314607,-16.7013411465635,5.44428894225443e-49,9.30381173237948e-48,100.503691123338
"IGFBP4",-1.20908646464646,9.99815505617978,-16.6749495099535,7.14689727772169e-49,1.21655866324038e-47,100.232567910386
"CDA",-1.46627434343434,5.61597078651685,-16.667371119198,7.7275935013922e-49,1.31369089523667e-47,100.154732770726
"CDC14B",-1.41934707070707,6.54017078651685,-16.6445157209776,9.78006157792574e-49,1.65398473300355e-47,99.9200420616085
"STAB1",-1.1882797979798,6.70857528089888,-16.6363388252441,1.0639774427229e-48,1.79240334310903e-47,99.8360957187565
"PAIP1",1.04069232323232,6.06383820224719,16.6066570144108,1.4445124890222e-48,2.42406671098591e-47,99.5314545487907
"DNMT1",1.08618161616162,5.6602202247191,16.6034029492854,1.49374294569035e-48,2.50345941759081e-47,99.4980639761308
"HPD",-3.1644996969697,10.0736584269663,-16.5681375873999,2.1476643253054e-48,3.57642338922824e-47,99.136298149701
"CKLF",1.27444919191919,5.59017078651685,16.556899225105,2.41103191744937e-48,4.00987821066611e-47,99.0210487922657
"SPP2",-2.53814676767677,9.07427191011236,-16.5242621633214,3.37325281491536e-48,5.59590883634624e-47,98.6864611683647
"UXS1",1.05004777777778,6.19397303370787,16.5061729768714,4.0630812275508e-48,6.72316194492828e-47,98.5010828840848
"SAA4",-2.31110707070708,9.5324808988764,-16.4958998558723,4.51582973601806e-48,7.46285220886431e-47,98.3958254484637
"ADNP",1.21820838383838,6.83897078651685,16.4799880102706,5.31851212847837e-48,8.72302888594081e-47,98.2328253004312
"MAP4K4",1.00761646464647,6.39392808988764,16.4484491965049,7.35487595180573e-48,1.19875284419494e-46,97.9098557064175
"CLN3",1.00359535353535,6.18004494382022,16.4420864971342,7.85181147201275e-48,1.2781494355003e-46,97.8447174251701
"SATB1",-1.48942878787879,7.12381348314607,-16.4088672598005,1.10451892335452e-47,1.7824037427747e-46,97.5047346703168
"ACSL1",-1.5864301010101,10.3664269662921,-16.4021463474947,1.18344724477188e-47,1.90741268536225e-46,97.4359698920329
"PRODH2",-1.51356434343434,7.52371011235955,-16.3665108912108,1.70622419753119e-47,2.72640408230504e-46,97.0714830229743
"EXPH5",-1.32316787878788,4.53313707865169,-16.3548497817927,1.92314098700704e-47,3.06176255550486e-46,96.9522533853419
"YWHAZ",1.4115003030303,8.07856629213483,16.3507079455607,2.00664081662112e-47,3.18691712642178e-46,96.9099100409151
"C8B",-1.86335686868687,9.78731235955056,-16.3238822022815,2.642370577762e-47,4.17117069775287e-46,96.6357264604089
"TRIM22",-1.57789646464647,7.40212808988764,-16.2958548584588,3.52225085168658e-47,5.52002750662757e-46,96.3493819151082
"SDS",-3.11109171717172,8.42570337078652,-16.2678264786979,4.6945998371063e-47,7.31336765543955e-46,96.0631508616487
"RALA",1.02096222222222,5.68451685393258,16.2622034139414,4.9730777242595e-47,7.73794277405963e-46,96.0057421009326
"GABARAPL1",-1.32165696969697,6.09511011235955,-16.2557460954917,5.31327496290149e-47,8.25742458179648e-46,95.9398222328867
"TDO2",-2.25112525252526,10.8230269662921,-16.2454584935961,5.90390562104189e-47,9.14263959534029e-46,95.8348144778513
"HPX",-1.75285939393939,11.361995505618,-16.2296822978503,6.93945363550172e-47,1.0720798098733e-45,95.6738164092075
"BHMT",-2.42820818181818,10.1776224719101,-16.2136948364258,8.17398122606522e-47,1.25684600479557e-45,95.510703182795
"PRELP",-1.22039848484848,5.10567640449438,-16.1837319407249,1.11084609380067e-46,1.69407277392595e-45,95.2051159137498
"SLC6A12",-1.40995787878788,5.73960449438202,-16.1759718057352,1.20267052417278e-46,1.82769475112925e-45,95.1259951978878
"EMC2",1.00836505050505,7.0612202247191,16.1348040011985,1.83257546118218e-46,2.75923226770837e-45,94.7064216904275
"ID2",-1.13261878787879,10.4837730337079,-16.1303746048369,1.91749973129793e-46,2.88376920373629e-45,94.6612948313717
"SCRIB",1.09131464646465,5.98462921348315,16.1205886729024,2.11931371993985e-46,3.17629098785009e-45,94.5616068783675
"JCHAIN",-2.10828878787879,5.47160674157303,-16.0838290962156,3.08593164106733e-46,4.59856716204308e-45,94.1872841103865
"MIR22HG",-1.02093767676768,6.96219101123596,-16.0679345629312,3.63010319519044e-46,5.39713974482191e-45,94.0254999329061
"SERPINB1",1.27775292929293,5.97017303370786,16.0564218688102,4.08315393195114e-46,6.05002774076261e-45,93.9083432518869
"PHGDH",-1.28038070707071,5.71774831460674,-16.0497623626439,4.370556328964e-46,6.46852258494456e-45,93.8405842782132
"TFRC",1.23995383838384,8.3358202247191,16.0326442732299,5.20542712155655e-46,7.68670036670168e-45,93.6664459537079
"CDC7",1.0994396969697,4.32811011235955,16.015198522892,6.22024407333648e-46,9.13353180993631e-45,93.4890255215886
"DEK",1.00860515151515,8.14153707865169,15.9907156318852,7.9858750072862e-46,1.1660450640538e-44,93.2401259793663
"HSD11B1",-2.92903393939394,9.27615505617977,-15.9884734090931,8.17068537880825e-46,1.19169537644609e-44,93.2173360749676
"PLEKHF2",1.08963818181818,5.94942247191011,15.9802436284275,8.88636254124873e-46,1.29462883994796e-44,93.1336961543132
"SERPINF2",-1.34698848484849,8.9368202247191,-15.9661636015995,1.02588824925092e-45,1.48959430757046e-44,92.9906267193037
"PLIN1",-1.35173939393939,5.76420898876404,-15.9576932107386,1.1184530942313e-45,1.6203899884091e-44,92.9045741706243
"SNHG32",1.06747303030303,7.67204719101124,15.9484795996275,1.22863086338088e-45,1.77213692783444e-44,92.8109851695678
"PTGIS",-1.36162757575758,5.38797752808989,-15.9239152598458,1.57825446421894e-45,2.27139734646255e-44,92.5615402192161
"SHBG",-1.18603484848485,5.13368764044944,-15.9181239888413,1.67421275068532e-45,2.40419163614383e-44,92.5027465620559
"MPDZ",-1.4219404040404,7.2849595505618,-15.9075607175725,1.86448932118702e-45,2.66861429845857e-44,92.3955220955332
"PGM1",-1.11387595959596,9.45642247191011,-15.8871691643955,2.29499649678375e-45,3.2668623713497e-44,92.188589129538
"ACACA",1.02745707070707,7.16013258426966,15.8785660492322,2.50516901500349e-45,3.55826784168089e-44,92.1013068700102
"TKFC",-1.56726080808081,6.82890112359551,-15.8496063993394,3.36431080696984e-45,4.73217352881119e-44,91.8075950494971
"SERPING1",-1.17650828282828,11.137408988764,-15.8380634140892,3.7837401708756e-45,5.287908691109e-44,91.690566367843
"PCOLCE",-1.62711272727273,7.13857528089888,-15.8308890657524,4.07033407869234e-45,5.67626588792186e-44,91.6178411249135
"TP53I3",1.42368858585859,5.45525617977528,15.8212254956604,4.49090968534103e-45,6.23777016899905e-44,91.5198975659282
"EHHADH",-1.54575060606061,9.16961797752809,-15.8211991634711,4.49211303680506e-45,6.23777016899905e-44,91.5196307030862
"HSPH1",1.03579505050505,7.7833393258427,15.7548846163113,8.81673518452541e-45,1.21781154736257e-43,90.8479638365776
"PRELID3B",1.06226343434343,6.80704494382022,15.7491945704046,9.3415781878235e-45,1.28757756861555e-43,90.7903693194343
"CLGN",1.62504080808081,4.66401348314607,15.7424639136444,1.0002811687054e-44,1.37580866653478e-43,90.7222493851137
"HELLS",1.05391313131313,4.36458651685393,15.7369540404318,1.05787435309298e-44,1.45349037829076e-43,90.6664909706918
"MS4A6A",-1.42291606060606,6.51897078651685,-15.7280890461229,1.15756500839455e-44,1.58878843625858e-43,90.5767913030621
"PARP12",1.02379919191919,6.74268764044944,15.7271706916432,1.16841388726499e-44,1.60199250011023e-43,90.5674998367283
"CBS",-1.58238090909091,8.5328606741573,-15.7193667080419,1.26479842082374e-44,1.72507391308794e-43,90.4885491501498
"ETNPPL",-2.52553898989899,8.85449662921348,-15.7173769327117,1.29061814050731e-44,1.7584503588375e-43,90.4684209472099
"MST1",-1.1408605050505,9.75588314606741,-15.7018088747724,1.51166039826322e-44,2.05532220364485e-43,90.3109624727938
"HSPA13",1.03361464646465,5.63655505617978,15.683903733749,1.81298353787059e-44,2.45477594499425e-43,90.1299215764426
"CFHR4",-2.49210080808081,9.82548539325843,-15.6666731343131,2.15941276994577e-44,2.91476015603757e-43,89.9557571493583
"AGL",-1.34322202020202,7.85143370786517,-15.6608874947169,2.28997056217663e-44,3.08778967530725e-43,89.897289116638
"ANK3",-1.65956080808081,6.64533258426966,-15.6541686081883,2.45150688167649e-44,3.30218989981195e-43,89.8293977867058
"ADSS2",1.00381626262626,6.07881573033708,15.6392939722078,2.85073948669298e-44,3.83204042958658e-43,89.6791262806357
"MXRA5",-1.36542555555556,5.36676629213483,-15.6014622568034,4.18341153153835e-44,5.59461568817728e-43,89.2971173201738
"PON3",-1.69339464646465,10.1781483146067,-15.5991434919893,4.28288454768717e-44,5.71591930576182e-43,89.2737121759051
"MBL2",-2.12497585858586,8.64928764044944,-15.5918394483113,4.61191657624394e-44,6.14246989148567e-43,89.1999932871369
"ENPEP",-1.47093646464646,7.05460898876404,-15.5869157340192,4.84783982113874e-44,6.44352532393762e-43,89.1503045014533
"ALDOA",1.09442545454545,9.22381573033708,15.5685861084272,5.83701163968824e-44,7.75038643277953e-43,88.9653674093048
"ANG",-1.70171151515152,10.982002247191,-15.5302353699176,8.60653660238923e-44,1.13354172483387e-42,88.5786345490871
"HBB",-2.11559525252526,7.79830337078652,-15.4966150131575,1.2093898443386e-43,1.57377586630049e-42,88.2398361681385
"ADIRF",-1.72346636363636,6.63857078651685,-15.485566084931,1.35237839064041e-43,1.75459321746869e-42,88.1285419397761
"MYO5C",1.0052995959596,6.54661573033708,15.4851449333163,1.35815054213561e-43,1.76033050883759e-42,88.1243002111632
"RIDA",-1.47862333333333,10.4418314606742,-15.4747540223117,1.50862013154265e-43,1.94954389446825e-42,88.0196566223519
"GYG1",1.10984080808081,5.5799191011236,15.4563076652322,1.81788106335897e-43,2.33300700641118e-42,87.8339411051282
"FAH",-1.14020888888889,8.32288988764045,-15.4490750823917,1.95574003199956e-43,2.50499943784305e-42,87.7611425880085
"ECM2",-1.47713686868687,7.19869213483146,-15.4447269769917,2.04359093158983e-43,2.612390407549e-42,87.7173823035001
"ASL",-1.29607282828283,9.1455595505618,-15.4320458095332,2.32294890866335e-43,2.9550176409816e-42,87.5897774937383
"PEG10",2.28557707070707,5.1290606741573,15.4197260247383,2.63079273523491e-43,3.34010773853242e-42,87.465839471924
"RAB29",1.05094151515152,7.28560674157303,15.4025628471364,3.12867363534543e-43,3.95298212512297e-42,87.2932265755226
"ADAM9",1.46543717171717,6.46707865168539,15.3938925788056,3.41488850004901e-43,4.30626026616431e-42,87.2060504820322
"UGT2B28",-1.67708464646465,10.3600449438202,-15.3770171809016,4.04903264639735e-43,5.09116072096192e-42,87.0364179906679
"HMGA1",1.03768151515152,5.43380224719101,15.376889295189,4.05426174821324e-43,5.09282456020736e-42,87.0351326928593
"SULT1A3",-1.22292696969697,6.9281797752809,-15.3750624534428,4.12969927482412e-43,5.18259372901171e-42,87.0167726272391
"HAGH",-1.27431060606061,8.40506292134831,-15.3726383711077,4.23196634553411e-43,5.30582780571339e-42,86.9924112233473
"LPCAT1",1.2338101010101,5.28958202247191,15.3653903986726,4.55306827746424e-43,5.70292577039926e-42,86.91957797644
"NNMT",-2.44864424242424,10.6347123595506,-15.3416526388965,5.78490143730178e-43,7.19745513749789e-42,86.6811163228564
"HAO1",-1.86896090909091,9.3236606741573,-15.2943910803549,9.31532088623306e-43,1.15021277495827e-41,86.2066809963728
"IMPDH2",1.01401050505051,7.97462921348315,15.2630687593437,1.27706799002588e-42,1.57388369772661e-41,85.8925021524108
"DNAJC12",-1.81114474747475,7.42096629213483,-15.2515496980783,1.43410641462148e-42,1.7624235193449e-41,85.777010653634
"PFKFB1",-1.40965171717172,5.87478202247191,-15.2450891817833,1.53047076647418e-42,1.87731028448323e-41,85.7122486832985
"CPN2",-1.4329497979798,8.74261573033708,-15.2436539536714,1.55274084234572e-42,1.90283720332198e-41,85.697862734027
"CYP2B7P",-2.06806828282828,6.1860202247191,-15.2228649567314,1.91405931598638e-42,2.3368370244519e-41,85.4895327820817
"RAD21",1.34017232323232,6.1356606741573,15.219479708125,1.98037165759121e-42,2.41327720031138e-41,85.4556171146786
"NR4A1",-1.09522191919192,5.17562247191011,-15.1886189465341,2.70110275890726e-42,3.27929970888192e-41,85.1465433079945
"SQSTM1",1.00817616161616,9.69242471910112,15.1607863497291,3.57302690292641e-42,4.3177662453436e-41,84.8679674092517
"ABCA6",-1.55259131313131,7.71659101123596,-15.1453458399839,4.1726068059757e-42,5.03298983747614e-41,84.7134938035244
"NR1I3",-1.82515929292929,7.29953483146067,-15.0814488006995,7.92462769907718e-42,9.44508414700798e-41,84.0747765131032
"CD302",-1.05554818181818,9.45576404494382,-15.0708098777407,8.8170893610629e-42,1.04991806556072e-40,83.9685139450202
"SCP2",-1.00947595959595,10.245408988764,-15.0691100330522,8.96869638326653e-42,1.06699664362602e-40,83.9515379841614
"IDI1",1.01107262626262,8.53534831460674,15.0606635394466,9.76149009769423e-42,1.15814439839704e-40,83.8671939830159
"CD81",-1.1926803030303,9.46237303370786,-15.0604581119226,9.78161870733433e-42,1.15947751204484e-40,83.8651428400355
"APOC4",-2.07601555555556,9.42662921348315,-15.0484519933474,1.10328871460108e-41,1.30424130096859e-40,83.7452804978432
"TRIB1",-1.07194292929293,9.55043820224719,-15.0255078397568,1.38853994666778e-41,1.63551692543823e-40,83.5163055002515
"CD24",2.39781141414142,6.65586292134831,14.9798475553165,2.19360879169519e-41,2.56754623293659e-40,83.0609712252911
"IGSF3",1.07667555555555,5.29098651685393,14.9675700033554,2.48043365430979e-41,2.90066138282917e-40,82.9386145210051
"CYP2E1",-3.11722929292929,10.997991011236,-14.9233722987256,3.85949358842422e-41,4.47323883550785e-40,82.4984199513387
"SLC38A2",-1.09293373737373,10.0980112359551,-14.9153182576388,4.18310392831145e-41,4.8440046288857e-40,82.41825091147
"CHD7",1.01332797979798,5.48619775280899,14.8922782037778,5.26620723870088e-41,6.07664391021423e-40,82.1889924464784
"CTSO",-1.33625565656566,7.46466966292135,-14.8642963841869,6.96430234122018e-41,7.97256700853116e-40,81.910720810992
"SLC22A7",-1.80837737373737,7.60003370786517,-14.8621638940138,7.1141803341067e-41,8.13699976986117e-40,81.8895209765207
"QDPR",-1.07769727272727,9.32607415730337,-14.86198812526,7.12667653453411e-41,8.14414858315427e-40,81.8877736431658
"SLC16A4",-1.0692995959596,4.22982471910112,-14.8536674645861,7.74397858153668e-41,8.82637558781964e-40,81.8050651446711
"SORBS2",-1.37488696969696,8.18414606741573,-14.8374019324241,9.10897980011497e-41,1.03279989229304e-39,81.643428624618
"JUNB",-1.14875747474748,6.57345393258427,-14.8295922916581,9.84720170913981e-41,1.11553139083818e-39,81.5658426246802
"BTBD3",1.0593098989899,5.9692606741573,14.8253775808895,1.02701040611549e-40,1.16142139508585e-39,81.5239767128193
"LEPR",-1.51260777777778,5.56654831460674,-14.8154374365466,1.13406487452422e-40,1.27915846876481e-39,81.4252544113913
"HGD",-1.59396545454545,9.72570786516854,-14.8001720460811,1.32054292108446e-40,1.48435854724313e-39,81.2736872221778
"RBBP8",1.01724323232323,5.68419101123596,14.7789286182898,1.63200081289068e-40,1.82972128970607e-39,81.0628536842507
"S100A10",1.22278505050504,9.91053483146067,14.7499180306875,2.17892770534042e-40,2.42829387606271e-39,80.7751009060322
"CRYBG1",-1.1576098989899,6.49513707865169,-14.7477523647846,2.22643422100004e-40,2.47911834394701e-39,80.7536276755405
"CKAP4",1.2316406060606,7.15951235955056,14.7193462818957,2.95413599435117e-40,3.27821099832722e-39,80.4720731440059
"DNAJC6",1.12381080808081,3.97113258426966,14.7096475621407,3.25347136611099e-40,3.6011895706894e-39,80.375984503453
"LIME1",-1.21153767676768,6.6412202247191,-14.7011275997871,3.54128898865774e-40,3.91644335225686e-39,80.2915922784959
"SLC25A15",-1.51883080808081,8.73643820224719,-14.6761381373115,4.54044121686769e-40,4.99422104415896e-39,80.0441634733383
"MTR",1.00169676767677,6.04432134831461,14.6675441786134,4.94542288370282e-40,5.42789301183511e-39,79.9591056596624
"IGF2BP3",1.76600898989899,4.24172134831461,14.625952363157,7.47611510780145e-40,8.15059070991832e-39,79.5477005481306
"LECT2",-2.37749646464647,10.2588359550562,-14.6156736230201,8.2794754071492e-40,9.00384318880888e-39,79.4460914702185
"SULT1E1",-1.57977737373737,5.49201797752809,-14.6120415591973,8.58348116952142e-40,9.32666758078249e-39,79.4101931946133
"CYP2C18",-1.80533444444445,8.5636404494382,-14.6041992211661,9.27840416029315e-40,1.00482651034935e-38,79.3326924699949
"ETS2",-1.16385808080808,8.49574606741573,-14.6038951150921,9.30645368198466e-40,1.00702779717343e-38,79.329687482121
"C1S",-1.0579995959596,11.8066382022472,-14.5516180295765,1.56314446397274e-39,1.67338593314782e-38,78.813446003187
"ACP1",1.0870695959596,5.43071011235955,14.5483858228265,1.61404116489356e-39,1.72503956959403e-38,78.7815491508318
"BCKDHB",-1.14981434343434,5.73547865168539,-14.5393681269292,1.76495019131238e-39,1.88478178087815e-38,78.6925718283531
"BDH1",-1.51117909090909,8.4567797752809,-14.5277671137604,1.97996818308881e-39,2.10405909855705e-38,78.5781338596853
"EPB41L4B",-1.16018666666666,9.07438876404494,-14.4855425725902,3.00785497878626e-39,3.18339456723978e-38,78.161886179863
"PLSCR4",-1.01507797979798,7.82806741573034,-14.4802313309088,3.17019729765852e-39,3.3497733034173e-38,78.1095589231201
"IGF2BP2",1.68349272727273,6.23543146067416,14.4766809663038,3.2835621636371e-39,3.46394555434176e-38,78.07458397039
"DMD",-1.21861464646465,7.38210561797753,-14.4601485273972,3.86706905203061e-39,4.06307118206503e-38,77.9117620992491
"COMT",-1.13908232323232,7.88316404494382,-14.4469102732977,4.40801954496214e-39,4.61655958608525e-38,77.78143178037
"IGHM",-1.87530666666667,5.88381123595506,-14.4308407864773,5.16703274842354e-39,5.39415052095232e-38,77.6232859972649
"AQP9",-2.16809454545455,9.44382696629213,-14.3443870292858,1.21333103262638e-38,1.25660232997739e-37,76.773562198454
"PZP",-1.80580535353535,5.56879325842697,-14.3391591567012,1.27753360604464e-38,1.32204449914413e-37,76.7222391807957
"SHMT1",-1.61479555555556,6.59233033707865,-14.3369087236217,1.30620372183213e-38,1.34957134143971e-37,76.7001483696465
