"","x"
"11904","ENSG00000267498.1"
"11905","ENSG00000276251.1"
"11906","ENSG00000105171.9"
"11907","ENSG00000166289.5"
"11908","ENSG00000131943.17"
"11909","ENSG00000105176.17"
"11910","ENSG00000267760.1"
"11911","ENSG00000267081.1"
"11912","ENSG00000121297.6"
"11913","ENSG00000278875.1"
"11914","ENSG00000267489.3"
"11915","ENSG00000267012.1"
"11916","ENSG00000178904.18"
"11917","ENSG00000105185.11"
"11918","ENSG00000105186.15"
"11919","ENSG00000076650.6"
"11920","ENSG00000130881.13"
"11921","ENSG00000273420.1"
"11922","ENSG00000245848.2"
"11923","ENSG00000267130.1"
"11924","ENSG00000153879.8"
"11925","ENSG00000124299.13"
"11926","ENSG00000126261.12"
"11927","ENSG00000279971.1"
"11928","ENSG00000089335.20"
"11929","ENSG00000197841.14"
"11930","ENSG00000271109.1"
"11931","ENSG00000280106.1"
"11932","ENSG00000180884.9"
"11933","ENSG00000089351.14"
"11934","ENSG00000105711.11"
"11935","ENSG00000266964.5"
"11936","ENSG00000221857.7"
"11937","ENSG00000089327.14"
"11938","ENSG00000105699.16"
"11939","ENSG00000105698.15"
"11940","ENSG00000105697.7"
"11941","ENSG00000012124.16"
"11942","ENSG00000232680.2"
"11943","ENSG00000126262.4"
"11944","ENSG00000189001.10"
"11945","ENSG00000283907.1"
"11946","ENSG00000126254.11"
"11947","ENSG00000226510.1"
"11948","ENSG00000267120.3"
"11949","ENSG00000161265.14"
"11950","ENSG00000188223.9"
"11951","ENSG00000267796.7"
"11952","ENSG00000280194.1"
"11953","ENSG00000126264.9"
"11954","ENSG00000011600.11"
"11955","ENSG00000205138.3"
"11956","ENSG00000267698.1"
"11957","ENSG00000105258.8"
"11958","ENSG00000161281.10"
"11959","ENSG00000167635.11"
"11960","ENSG00000142065.13"
"11961","ENSG00000254004.6"
"11962","ENSG00000186020.12"
"11963","ENSG00000233527.8"
"11964","ENSG00000276071.1"
"11965","ENSG00000225975.6"
"11966","ENSG00000267041.5"
"11967","ENSG00000251247.10"
"11968","ENSG00000197050.10"
"11969","ENSG00000267672.1"
"11970","ENSG00000267115.1"
"11971","ENSG00000120784.15"
"11972","ENSG00000189144.13"
"11973","ENSG00000269653.1"
"11974","ENSG00000275132.1"
"11975","ENSG00000167642.12"
"11976","ENSG00000167641.10"
"11977","ENSG00000267748.4"
"11978","ENSG00000167644.11"
"11979","ENSG00000167645.16"
"11980","ENSG00000099337.4"
"11981","ENSG00000099341.11"
"11982","ENSG00000171777.15"
"11983","ENSG00000178982.9"
"11984","ENSG00000130402.11"
"11985","ENSG00000267375.1"
"11986","ENSG00000205076.4"
"11987","ENSG00000104823.8"
"11988","ENSG00000268083.5"
"11989","ENSG00000268756.1"
"11990","ENSG00000104824.16"
"11991","ENSG00000269688.1"
"11992","ENSG00000187994.13"
"11993","ENSG00000104825.16"
"11994","ENSG00000128626.11"
"11995","ENSG00000130755.12"
"11996","ENSG00000006712.14"
"11997","ENSG00000063322.13"
"11998","ENSG00000128016.5"
"11999","ENSG00000105193.8"
"12000","ENSG00000196235.13"
"12001","ENSG00000176401.5"
"12002","ENSG00000176396.10"
"12003","ENSG00000105205.6"
"12004","ENSG00000105202.8"
"12005","ENSG00000013275.7"
"12006","ENSG00000269749.1"
"12007","ENSG00000197782.14"
"12008","ENSG00000105223.19"
"12009","ENSG00000279759.1"
"12010","ENSG00000167565.12"
"12011","ENSG00000090013.9"
"12012","ENSG00000160410.14"
"12013","ENSG00000077312.8"
"12014","ENSG00000261857.6"
"12015","ENSG00000268975.1"
"12016","ENSG00000171570.10"
"12017","ENSG00000269858.5"
"12018","ENSG00000197408.8"
"12019","ENSG00000105323.16"
"12020","ENSG00000105329.9"
"12021","ENSG00000142039.3"
"12022","ENSG00000255730.5"
"12023","ENSG00000142046.14"
"12024","ENSG00000248098.11"
"12025","ENSG00000177191.2"
"12026","ENSG00000105341.18"
"12027","ENSG00000267107.6"
"12028","ENSG00000268355.1"
"12029","ENSG00000270164.1"
"12030","ENSG00000268027.5"
"12031","ENSG00000007129.17"
"12032","ENSG00000280014.1"
"12033","ENSG00000007306.14"
"12034","ENSG00000105388.15"
"12035","ENSG00000086548.8"
"12036","ENSG00000170956.16"
"12037","ENSG00000273111.5"
"12038","ENSG00000105372.6"
"12039","ENSG00000105369.9"
"12040","ENSG00000076928.17"
"12041","ENSG00000105404.10"
"12042","ENSG00000028277.21"
"12043","ENSG00000259436.1"
"12044","ENSG00000160570.13"
"12045","ENSG00000105723.11"
"12046","ENSG00000268643.1"
"12047","ENSG00000105722.9"
"12048","ENSG00000079462.7"
"12049","ENSG00000105427.9"
"12050","ENSG00000253048.1"
"12051","ENSG00000221826.9"
"12052","ENSG00000225877.1"
"12053","ENSG00000221878.12"
"12054","ENSG00000282943.1"
"12055","ENSG00000243130.7"
"12056","ENSG00000242221.8"
"12057","ENSG00000183668.17"
"12058","ENSG00000272396.1"
"12059","ENSG00000105755.7"
"12060","ENSG00000269583.1"
"12061","ENSG00000105767.2"
"12062","ENSG00000267058.1"
"12063","ENSG00000204920.10"
"12064","ENSG00000266921.1"
"12065","ENSG00000159882.12"
"12066","ENSG00000159885.13"
"12067","ENSG00000186019.10"
"12068","ENSG00000131115.15"
"12069","ENSG00000279103.1"
"12070","ENSG00000267188.1"
"12071","ENSG00000278318.4"
"12072","ENSG00000167384.10"
"12073","ENSG00000273777.4"
"12074","ENSG00000216588.8"
"12075","ENSG00000186567.12"
"12076","ENSG00000279095.1"
"12077","ENSG00000069399.14"
"12078","ENSG00000130204.12"
"12079","ENSG00000130203.9"
"12080","ENSG00000280087.1"
"12081","ENSG00000267467.3"
"12082","ENSG00000224916.9"
"12083","ENSG00000234906.9"
"12084","ENSG00000104856.13"
"12085","ENSG00000170684.8"
"12086","ENSG00000007255.10"
"12087","ENSG00000189114.6"
"12088","ENSG00000266958.1"
"12089","ENSG00000125740.13"
"12090","ENSG00000125744.11"
"12091","ENSG00000213889.10"
"12092","ENSG00000125753.13"
"12093","ENSG00000177464.4"
"12094","ENSG00000125743.10"
"12095","ENSG00000279407.1"
"12096","ENSG00000125755.18"
"12097","ENSG00000170604.4"
"12098","ENSG00000176182.5"
"12099","ENSG00000008438.4"
"12100","ENSG00000204866.8"
"12101","ENSG00000011485.14"
"12102","ENSG00000160014.16"
"12103","ENSG00000269292.1"
"12104","ENSG00000160013.8"
"12105","ENSG00000167414.4"
"12106","ENSG00000279161.1"
"12107","ENSG00000245598.6"
"12108","ENSG00000105287.12"
"12109","ENSG00000090372.14"
"12110","ENSG00000279948.1"
"12111","ENSG00000130748.6"
"12112","ENSG00000142230.11"
"12113","ENSG00000105327.17"
"12114","ENSG00000105321.12"
"12115","ENSG00000257704.3"
"12116","ENSG00000197405.7"
"12117","ENSG00000105402.7"
"12118","ENSG00000279861.1"
"12119","ENSG00000278999.1"
"12120","ENSG00000105373.18"
"12121","ENSG00000178980.14"
"12122","ENSG00000259108.2"
"12123","ENSG00000188334.3"
"12124","ENSG00000169393.8"
"12125","ENSG00000105507.2"
"12126","ENSG00000105499.13"
"12127","ENSG00000185453.12"
"12128","ENSG00000105483.17"
"12129","ENSG00000268001.1"
"12130","ENSG00000142227.10"
"12131","ENSG00000268530.5"
"12132","ENSG00000063177.12"
"12133","ENSG00000105516.10"
"12134","ENSG00000105538.9"
"12135","ENSG00000182264.8"
"12136","ENSG00000105559.11"
"12137","ENSG00000087074.7"
"12138","ENSG00000104805.15"
"12139","ENSG00000235191.1"
"12140","ENSG00000087088.19"
"12141","ENSG00000087086.14"
"12142","ENSG00000183207.13"
"12143","ENSG00000063127.15"
"12144","ENSG00000197813.5"
"12145","ENSG00000104894.11"
"12146","ENSG00000268686.1"
"12147","ENSG00000104872.10"
"12148","ENSG00000269469.1"
"12149","ENSG00000090554.12"
"12150","ENSG00000273189.1"
"12151","ENSG00000142541.16"
"12152","ENSG00000199631.1"
"12153","ENSG00000202503.1"
"12154","ENSG00000200259.1"
"12155","ENSG00000142534.6"
"12156","ENSG00000200530.1"
"12157","ENSG00000104870.12"
"12158","ENSG00000142546.13"
"12159","ENSG00000126461.14"
"12160","ENSG00000196961.12"
"12161","ENSG00000104973.16"
"12162","ENSG00000104960.15"
"12163","ENSG00000204673.10"
"12164","ENSG00000213024.11"
"12165","ENSG00000269179.1"
"12166","ENSG00000169136.10"
"12167","ENSG00000267815.1"
"12168","ENSG00000161671.16"
"12169","ENSG00000268854.1"
"12170","ENSG00000105472.12"
"12171","ENSG00000167747.14"
"12172","ENSG00000167748.10"
"12173","ENSG00000174562.13"
"12174","ENSG00000269495.1"
"12175","ENSG00000279676.1"
"12176","ENSG00000267879.1"
"12177","ENSG00000179213.13"
"12178","ENSG00000267905.5"
"12179","ENSG00000105379.9"
"12180","ENSG00000269403.1"
"12181","ENSG00000105374.9"
"12182","ENSG00000105492.15"
"12183","ENSG00000105497.7"
"12184","ENSG00000105501.12"
"12185","ENSG00000268500.5"
"12186","ENSG00000171051.8"
"12187","ENSG00000187474.4"
"12188","ENSG00000161551.14"
"12189","ENSG00000268316.1"
"12190","ENSG00000256683.6"
"12191","ENSG00000197619.13"
"12192","ENSG00000142556.18"
"12193","ENSG00000256087.6"
"12194","ENSG00000204611.6"
"12195","ENSG00000105568.17"
"12196","ENSG00000196214.10"
"12197","ENSG00000198464.13"
"12198","ENSG00000198482.11"
"12199","ENSG00000269825.1"
"12200","ENSG00000189190.9"
"12201","ENSG00000198538.10"
"12202","ENSG00000204604.9"
"12203","ENSG00000180257.13"
"12204","ENSG00000269526.1"
"12205","ENSG00000197937.12"
"12206","ENSG00000197497.10"
"12207","ENSG00000213799.11"
"12208","ENSG00000269842.5"
"12209","ENSG00000189068.9"
"12210","ENSG00000170909.13"
"12211","ENSG00000170906.15"
"12212","ENSG00000105619.13"
"12213","ENSG00000105618.13"
"12214","ENSG00000088038.17"
"12215","ENSG00000105617.3"
"12216","ENSG00000170892.10"
"12217","ENSG00000170889.13"
"12218","ENSG00000105609.16"
"12219","ENSG00000131042.14"
"12220","ENSG00000275210.1"
"12221","ENSG00000239961.2"
"12222","ENSG00000167613.15"
"12223","ENSG00000267838.2"
"12224","ENSG00000167615.16"
"12225","ENSG00000167617.2"
"12226","ENSG00000167618.9"
"12227","ENSG00000239998.5"
"12228","ENSG00000104974.11"
"12229","ENSG00000104972.15"
"12230","ENSG00000186818.12"
"12231","ENSG00000189430.12"
"12232","ENSG00000167634.12"
"12233","ENSG00000267265.5"
"12234","ENSG00000088053.11"
"12235","ENSG00000267149.2"
"12236","ENSG00000129991.12"
"12237","ENSG00000267110.1"
"12238","ENSG00000276570.1"
"12239","ENSG00000105063.18"
"12240","ENSG00000133265.10"
"12241","ENSG00000160469.16"
"12242","ENSG00000233493.3"
"12243","ENSG00000108107.14"
"12244","ENSG00000108106.13"
"12245","ENSG00000171443.6"
"12246","ENSG00000213015.8"
"12247","ENSG00000171425.9"
"12248","ENSG00000063244.12"
"12249","ENSG00000267523.1"
"12250","ENSG00000063245.14"
"12251","ENSG00000185792.9"
"12252","ENSG00000223638.3"
"12253","ENSG00000179873.14"
"12254","ENSG00000160505.15"
"12255","ENSG00000173572.11"
"12256","ENSG00000142409.5"
"12257","ENSG00000197487.8"
"12258","ENSG00000131848.9"
"12259","ENSG00000267710.6"
"12260","ENSG00000267549.5"
"12261","ENSG00000267606.1"
"12262","ENSG00000267454.5"
"12263","ENSG00000198440.9"
"12264","ENSG00000166770.10"
"12265","ENSG00000284729.1"
"12266","ENSG00000269793.6"
"12267","ENSG00000198300.12"
"12268","ENSG00000258873.2"
"12269","ENSG00000267871.5"
"12270","ENSG00000197714.8"
"12271","ENSG00000178229.7"
"12272","ENSG00000268133.1"
"12273","ENSG00000268163.1"
"12274","ENSG00000178201.4"
"12275","ENSG00000251369.8"
"12276","ENSG00000083817.8"
"12277","ENSG00000213762.11"
"12278","ENSG00000179909.15"
"12279","ENSG00000083828.15"
"12280","ENSG00000268750.6"
"12281","ENSG00000198466.11"
"12282","ENSG00000196724.12"
"12283","ENSG00000152454.3"
"12284","ENSG00000177025.3"
"12285","ENSG00000176593.7"
"12286","ENSG00000181894.14"
"12287","ENSG00000283515.1"
"12288","ENSG00000268516.2"
"12289","ENSG00000267216.1"
"12290","ENSG00000283103.1"
"12291","ENSG00000083845.8"
"12292","ENSG00000269473.1"
"12293","ENSG00000130726.11"
"12294","ENSG00000130724.8"
"12295","ENSG00000130725.7"
"12296","ENSG00000186458.4"
"12297","ENSG00000196476.11"
"12298","ENSG00000247315.3"
"12299","ENSG00000225377.5"
"12300","ENSG00000177732.8"
"12301","ENSG00000125826.20"
"12302","ENSG00000125875.13"
"12303","ENSG00000101266.17"
"12304","ENSG00000270299.1"
"12305","ENSG00000125898.12"
"12306","ENSG00000125818.17"
"12307","ENSG00000244588.5"
"12308","ENSG00000274322.1"
"12309","ENSG00000280162.1"
"12310","ENSG00000234684.6"
"12311","ENSG00000088832.16"
"12312","ENSG00000088833.17"
"12313","ENSG00000196209.12"
"12314","ENSG00000125900.12"
"12315","ENSG00000260861.6"
"12316","ENSG00000230839.1"
"12317","ENSG00000276649.1"
"12318","ENSG00000125835.18"
"12319","ENSG00000256566.1"
"12320","ENSG00000101361.16"
"12321","ENSG00000229686.1"
"12322","ENSG00000226572.1"
"12323","ENSG00000101365.20"
"12324","ENSG00000132670.20"
"12325","ENSG00000125901.5"
"12326","ENSG00000263905.2"
"12327","ENSG00000185019.16"
"12328","ENSG00000215251.3"
"12329","ENSG00000088854.12"
"12330","ENSG00000088812.17"
"12331","ENSG00000132622.10"
"12332","ENSG00000101220.17"
"12333","ENSG00000125817.7"
"12334","ENSG00000101224.17"
"12335","ENSG00000274949.1"
"12336","ENSG00000125843.10"
"12337","ENSG00000088888.17"
"12338","ENSG00000125779.21"
"12339","ENSG00000101236.16"
"12340","ENSG00000205300.3"
"12341","ENSG00000088826.17"
"12342","ENSG00000171867.16"
"12343","ENSG00000171864.4"
"12344","ENSG00000180259.9"
"12345","ENSG00000101265.15"
"12346","ENSG00000089057.14"
"12347","ENSG00000132646.10"
"12348","ENSG00000101290.13"
"12349","ENSG00000226995.7"
"12350","ENSG00000125772.12"
"12351","ENSG00000089195.14"
"12352","ENSG00000088766.11"
"12353","ENSG00000101311.15"
"12354","ENSG00000228482.1"
"12355","ENSG00000101323.4"
"12356","ENSG00000125827.8"
"12357","ENSG00000101333.16"
"12358","ENSG00000125869.9"
"12359","ENSG00000101349.16"
"12360","ENSG00000232448.1"
"12361","ENSG00000132639.12"
"12362","ENSG00000125863.18"
"12363","ENSG00000149346.14"
"12364","ENSG00000232900.1"
"12365","ENSG00000132640.14"
"12366","ENSG00000172296.12"
"12367","ENSG00000089123.15"
"12368","ENSG00000089048.14"
"12369","ENSG00000172264.16"
"12370","ENSG00000089177.18"
"12371","ENSG00000125870.10"
"12372","ENSG00000125879.4"
"12373","ENSG00000212165.2"
"12374","ENSG00000125868.15"
"12375","ENSG00000125844.15"
"12376","ENSG00000125888.14"
"12377","ENSG00000089006.16"
"12378","ENSG00000212232.1"
"12379","ENSG00000232838.3"
"12380","ENSG00000230010.1"
"12381","ENSG00000089091.16"
"12382","ENSG00000132664.11"
"12383","ENSG00000089050.15"
"12384","ENSG00000101310.14"
"12385","ENSG00000232388.4"
"12386","ENSG00000125821.11"
"12387","ENSG00000233993.1"
"12388","ENSG00000149443.7"
"12389","ENSG00000274863.1"
"12390","ENSG00000185052.11"
"12391","ENSG00000179447.2"
"12392","ENSG00000232675.7"
"12393","ENSG00000268628.2"
"12394","ENSG00000233895.1"
"12395","ENSG00000275142.1"
"12396","ENSG00000132669.12"
"12397","ENSG00000173418.11"
"12398","ENSG00000101343.14"
"12399","ENSG00000188559.13"
"12400","ENSG00000228604.3"
"12401","ENSG00000232712.6"
"12402","ENSG00000088930.7"
"12403","ENSG00000278041.1"
"12404","ENSG00000279082.3"
"12405","ENSG00000225321.2"
"12406","ENSG00000204684.3"
"12407","ENSG00000230400.2"
"12408","ENSG00000279164.1"
"12409","ENSG00000230387.2"
"12410","ENSG00000132661.3"
"12411","ENSG00000125814.17"
"12412","ENSG00000276638.1"
"12413","ENSG00000173335.4"
"12414","ENSG00000101439.8"
"12415","ENSG00000170373.8"
"12416","ENSG00000230908.1"
"12417","ENSG00000232200.2"
"12418","ENSG00000077984.5"
"12419","ENSG00000101474.11"
"12420","ENSG00000275358.1"
"12421","ENSG00000197586.12"
"12422","ENSG00000202414.1"
"12423","ENSG00000274414.1"
"12424","ENSG00000100994.11"
"12425","ENSG00000100997.18"
"12426","ENSG00000101003.9"
"12427","ENSG00000170191.4"
"12428","ENSG00000231934.1"
"12429","ENSG00000233354.1"
"12430","ENSG00000101294.16"
"12431","ENSG00000125968.8"
"12432","ENSG00000281376.1"
"12433","ENSG00000088325.15"
"12434","ENSG00000101331.15"
"12435","ENSG00000101336.13"
"12436","ENSG00000101337.15"
"12437","ENSG00000275576.1"
"12438","ENSG00000126003.6"
"12439","ENSG00000101350.7"
"12440","ENSG00000171456.16"
"12441","ENSG00000149600.11"
"12442","ENSG00000088305.18"
"12443","ENSG00000101367.8"
"12444","ENSG00000186190.7"
"12445","ENSG00000131050.10"
"12446","ENSG00000131059.11"
"12447","ENSG00000198183.11"
"12448","ENSG00000101391.20"
"12449","ENSG00000078699.21"
"12450","ENSG00000101412.12"
"12451","ENSG00000101417.11"
"12452","ENSG00000276073.1"
"12453","ENSG00000125977.6"
"12454","ENSG00000101440.9"
"12455","ENSG00000250917.1"
"12456","ENSG00000101444.12"
"12457","ENSG00000078747.14"
"12458","ENSG00000277558.1"
"12459","ENSG00000125971.16"
"12460","ENSG00000101464.10"
"12461","ENSG00000198646.13"
"12462","ENSG00000078804.12"
"12463","ENSG00000131069.19"
"12464","ENSG00000088298.12"
"12465","ENSG00000101000.5"
"12466","ENSG00000126005.16"
"12467","ENSG00000261582.1"
"12468","ENSG00000242372.6"
"12469","ENSG00000235214.1"
"12470","ENSG00000101019.21"
"12471","ENSG00000125975.13"
"12472","ENSG00000125991.19"
"12473","ENSG00000214078.12"
"12474","ENSG00000125995.15"
"12475","ENSG00000131051.22"
"12476","ENSG00000201221.1"
"12477","ENSG00000171222.10"
"12478","ENSG00000260032.1"
"12479","ENSG00000131043.11"
"12480","ENSG00000232907.7"
"12481","ENSG00000101335.9"
"12482","ENSG00000259399.1"
"12483","ENSG00000101084.17"
"12484","ENSG00000101082.13"
"12485","ENSG00000101079.20"
"12486","ENSG00000149639.14"
"12487","ENSG00000101347.8"
"12488","ENSG00000080839.11"
"12489","ENSG00000101353.14"
"12490","ENSG00000118705.16"
"12491","ENSG00000197122.11"
"12492","ENSG00000166619.12"
"12493","ENSG00000225759.1"
"12494","ENSG00000132792.18"
"12495","ENSG00000101413.11"
"12496","ENSG00000198959.11"
"12497","ENSG00000101425.12"
"12498","ENSG00000224635.1"
"12499","ENSG00000196756.11"
"12500","ENSG00000235408.5"
"12501","ENSG00000225091.3"
"12502","ENSG00000201512.1"
"12503","ENSG00000174365.19"
"12504","ENSG00000170471.14"
"12505","ENSG00000101445.9"
"12506","ENSG00000240474.3"
"12507","ENSG00000204103.3"
"12508","ENSG00000198900.5"
"12509","ENSG00000124177.14"
"12510","ENSG00000212224.1"
"12511","ENSG00000229042.2"
"12512","ENSG00000124193.14"
"12513","ENSG00000185513.14"
"12514","ENSG00000277611.1"
"12515","ENSG00000101052.12"
"12516","ENSG00000101057.15"
"12517","ENSG00000132823.10"
"12518","ENSG00000101074.3"
"12519","ENSG00000229005.2"
"12520","ENSG00000233376.1"
"12521","ENSG00000132824.13"
"12522","ENSG00000168734.13"
"12523","ENSG00000166913.12"
"12524","ENSG00000101104.12"
"12525","ENSG00000025772.7"
"12526","ENSG00000227477.1"
"12527","ENSG00000101109.11"
"12528","ENSG00000168703.5"
"12529","ENSG00000124102.4"
"12530","ENSG00000124157.6"
"12531","ENSG00000124145.6"
"12532","ENSG00000254806.5"
"12533","ENSG00000244274.7"
"12534","ENSG00000124155.17"
"12535","ENSG00000277022.1"
"12536","ENSG00000243543.8"
"12537","ENSG00000249139.1"
"12538","ENSG00000101448.13"
"12539","ENSG00000158901.11"
"12540","ENSG00000180205.3"
"12541","ENSG00000124116.18"
"12542","ENSG00000101457.12"
"12543","ENSG00000175063.16"
"12544","ENSG00000101470.9"
"12545","ENSG00000101473.16"
"12546","ENSG00000132801.6"
"12547","ENSG00000168612.4"
"12548","ENSG00000064601.16"
"12549","ENSG00000271984.1"
"12550","ENSG00000100979.14"
"12551","ENSG00000124160.11"
"12552","ENSG00000101017.13"
"12553","ENSG00000080189.14"
"12554","ENSG00000062598.17"
"12555","ENSG00000283757.1"
"12556","ENSG00000198185.11"
"12557","ENSG00000172315.5"
"12558","ENSG00000101040.19"
"12559","ENSG00000231119.2"
"12560","ENSG00000124151.18"
"12561","ENSG00000196562.14"
"12562","ENSG00000234967.1"
"12563","ENSG00000235621.8"
"12564","ENSG00000281460.1"
"12565","ENSG00000124126.13"
"12566","ENSG00000124198.8"
"12567","ENSG00000227431.5"
"12568","ENSG00000124228.14"
"12569","ENSG00000124201.14"
"12570","ENSG00000209042.1"
"12571","ENSG00000222365.1"
"12572","ENSG00000124212.5"
"12573","ENSG00000158470.5"
"12574","ENSG00000197818.11"
"12575","ENSG00000124226.10"
"12576","ENSG00000231265.1"
"12577","ENSG00000124208.16"
"12578","ENSG00000240849.10"
"12579","ENSG00000237595.3"
"12580","ENSG00000172216.5"
"12581","ENSG00000224397.5"
"12582","ENSG00000232043.1"
"12583","ENSG00000000419.12"
"12584","ENSG00000101096.19"
"12585","ENSG00000054793.13"
"12586","ENSG00000234948.1"
"12587","ENSG00000232294.5"
"12588","ENSG00000271774.1"
"12589","ENSG00000171940.13"
"12590","ENSG00000064787.13"
"12591","ENSG00000236352.1"
"12592","ENSG00000101132.9"
"12593","ENSG00000235166.7"
"12594","ENSG00000124098.9"
"12595","ENSG00000087586.17"
"12596","ENSG00000101138.11"
"12597","ENSG00000022277.12"
"12598","ENSG00000124103.8"
"12599","ENSG00000280387.1"
"12600","ENSG00000101146.12"
"12601","ENSG00000218018.2"
"12602","ENSG00000132819.16"
"12603","ENSG00000124092.12"
"12604","ENSG00000227297.1"
"12605","ENSG00000225708.6"
"12606","ENSG00000124209.3"
"12607","ENSG00000124164.15"
"12608","ENSG00000268941.2"
"12609","ENSG00000124222.22"
"12610","ENSG00000254995.4"
"12611","ENSG00000268333.1"
"12612","ENSG00000087460.24"
"12613","ENSG00000225806.7"
"12614","ENSG00000101162.3"
"12615","ENSG00000124172.9"
"12616","ENSG00000101166.15"
"12617","ENSG00000087495.16"
"12618","ENSG00000196227.10"
"12619","ENSG00000132825.6"
"12620","ENSG00000176659.7"
"12621","ENSG00000228340.5"
"12622","ENSG00000130699.18"
"12623","ENSG00000101182.14"
"12624","ENSG00000101181.17"
"12625","ENSG00000130703.15"
"12626","ENSG00000130706.12"
"12627","ENSG00000171858.17"
"12628","ENSG00000264490.3"
"12629","ENSG00000101189.6"
"12630","ENSG00000060491.16"
"12631","ENSG00000101190.12"
"12632","ENSG00000101191.16"
"12633","ENSG00000273759.1"
"12634","ENSG00000101193.7"
"12635","ENSG00000149658.17"
"12636","ENSG00000125534.9"
"12637","ENSG00000101213.6"
"12638","ENSG00000197457.9"
"12639","ENSG00000125520.13"
"12640","ENSG00000130584.10"
"12641","ENSG00000183260.7"
"12642","ENSG00000101150.17"
"12643","ENSG00000101152.10"
"12644","ENSG00000130590.13"
"12645","ENSG00000101161.7"
"12646","ENSG00000203883.6"
"12647","ENSG00000171700.13"
"12648","ENSG00000203880.11"
"12649","ENSG00000149656.8"
"12650","ENSG00000277117.4"
"12651","ENSG00000276612.3"
"12652","ENSG00000274333.4"
"12653","ENSG00000274559.3"
"12654","ENSG00000275496.4"
"12655","ENSG00000278903.3"
"12656","ENSG00000275895.6"
"12657","ENSG00000276076.4"
"12658","ENSG00000280145.3"
"12659","ENSG00000278878.1"
"12660","ENSG00000280018.3"
"12661","ENSG00000277067.4"
"12662","ENSG00000276077.4"
"12663","ENSG00000277991.4"
"12664","ENSG00000273590.4"
"12665","ENSG00000280800.1"
"12666","ENSG00000281181.1"
"12667","ENSG00000280081.3"
"12668","ENSG00000279321.1"
"12669","ENSG00000273840.1"
"12670","ENSG00000166351.10"
"12671","ENSG00000155304.5"
"12672","ENSG00000155307.17"
"12673","ENSG00000243440.6"
"12674","ENSG00000235609.7"
"12675","ENSG00000281903.2"
"12676","ENSG00000180530.10"
"12677","ENSG00000229425.2"
"12678","ENSG00000154640.14"
"12679","ENSG00000154642.10"
"12680","ENSG00000154654.14"
"12681","ENSG00000227075.1"
"12682","ENSG00000224018.1"
"12683","ENSG00000237484.5"
"12684","ENSG00000230379.5"
"12685","ENSG00000185433.8"
"12686","ENSG00000154719.13"
"12687","ENSG00000154721.14"
"12688","ENSG00000142192.20"
"12689","ENSG00000251972.1"
"12690","ENSG00000232692.1"
"12691","ENSG00000197934.8"
"12692","ENSG00000166265.11"
"12693","ENSG00000236532.5"
"12694","ENSG00000156253.6"
"12695","ENSG00000156256.14"
"12696","ENSG00000156261.12"
"12697","ENSG00000231125.2"
"12698","ENSG00000156265.15"
"12699","ENSG00000248476.1"
"12700","ENSG00000228817.4"
"12701","ENSG00000234293.1"
"12702","ENSG00000142168.14"
"12703","ENSG00000156304.14"
"12704","ENSG00000159055.3"
"12705","ENSG00000142207.6"
"12706","ENSG00000166979.12"
"12707","ENSG00000186842.4"
"12708","ENSG00000242220.6"
"12709","ENSG00000265590.9"
"12710","ENSG00000159079.18"
"12711","ENSG00000238197.5"
"12712","ENSG00000159086.14"
"12713","ENSG00000205930.8"
"12714","ENSG00000232539.1"
"12715","ENSG00000226527.1"
"12716","ENSG00000229086.4"
"12717","ENSG00000159110.19"
"12718","ENSG00000249624.8"
"12719","ENSG00000243646.9"
"12720","ENSG00000159128.14"
"12721","ENSG00000142188.16"
"12722","ENSG00000159131.16"
"12723","ENSG00000249209.2"
"12724","ENSG00000241837.6"
"12725","ENSG00000273102.1"
"12726","ENSG00000198743.6"
"12727","ENSG00000227456.7"
"12728","ENSG00000205670.10"
"12729","ENSG00000222018.1"
"12730","ENSG00000243627.4"
"12731","ENSG00000159200.17"
"12732","ENSG00000234380.1"
"12733","ENSG00000159216.18"
"12734","ENSG00000185917.13"
"12735","ENSG00000159228.12"
"12736","ENSG00000233393.1"
"12737","ENSG00000159231.5"
"12738","ENSG00000159256.12"
"12739","ENSG00000228107.1"
"12740","ENSG00000279365.1"
"12741","ENSG00000237646.1"
"12742","ENSG00000270116.1"
"12743","ENSG00000228677.1"
"12744","ENSG00000157538.13"
"12745","ENSG00000272948.2"
"12746","ENSG00000273210.1"
"12747","ENSG00000157540.19"
"12748","ENSG00000198054.11"
"12749","ENSG00000157551.17"
"12750","ENSG00000157554.18"
"12751","ENSG00000223806.7"
"12752","ENSG00000157557.11"
"12753","ENSG00000183527.11"
"12754","ENSG00000185658.13"
"12755","ENSG00000238141.2"
"12756","ENSG00000205581.10"
"12757","ENSG00000182093.14"
"12758","ENSG00000185437.13"
"12759","ENSG00000183067.5"
"12760","ENSG00000226496.2"
"12761","ENSG00000182240.15"
"12762","ENSG00000280109.2"
"12763","ENSG00000183486.12"
"12764","ENSG00000157601.13"
"12765","ENSG00000232806.1"
"12766","ENSG00000227698.1"
"12767","ENSG00000173276.13"
"12768","ENSG00000160180.15"
"12769","ENSG00000160185.14"
"12770","ENSG00000160188.9"
"12771","ENSG00000160190.13"
"12772","ENSG00000235772.1"
"12773","ENSG00000233056.2"
"12774","ENSG00000160201.11"
"12775","ENSG00000142178.7"
"12776","ENSG00000185186.8"
"12777","ENSG00000234289.5"
