"","x"
"2272","ENSG00000123983.13"
"2273","ENSG00000243125.3"
"2274","ENSG00000171951.4"
"2275","ENSG00000135900.3"
"2276","ENSG00000135919.12"
"2277","ENSG00000036257.12"
"2278","ENSG00000273301.1"
"2279","ENSG00000235070.3"
"2280","ENSG00000169047.5"
"2281","ENSG00000144468.16"
"2282","ENSG00000081052.11"
"2283","ENSG00000169031.18"
"2284","ENSG00000236432.7"
"2285","ENSG00000168958.19"
"2286","ENSG00000168955.3"
"2287","ENSG00000173744.17"
"2288","ENSG00000042304.11"
"2289","ENSG00000135917.13"
"2290","ENSG00000153823.18"
"2291","ENSG00000153827.13"
"2292","ENSG00000252333.1"
"2293","ENSG00000231534.1"
"2294","ENSG00000225963.7"
"2295","ENSG00000135899.17"
"2296","ENSG00000079263.18"
"2297","ENSG00000185404.16"
"2298","ENSG00000279964.1"
"2299","ENSG00000067066.16"
"2300","ENSG00000243650.3"
"2301","ENSG00000235419.5"
"2302","ENSG00000135932.10"
"2303","ENSG00000135916.15"
"2304","ENSG00000135898.9"
"2305","ENSG00000230385.1"
"2306","ENSG00000283164.1"
"2307","ENSG00000173692.12"
"2308","ENSG00000115053.15"
"2309","ENSG00000206885.1"
"2310","ENSG00000187514.16"
"2311","ENSG00000277986.1"
"2312","ENSG00000156973.13"
"2313","ENSG00000261096.1"
"2314","ENSG00000221944.6"
"2315","ENSG00000135930.13"
"2316","ENSG00000204120.14"
"2317","ENSG00000115474.6"
"2318","ENSG00000252452.1"
"2319","ENSG00000222001.2"
"2320","ENSG00000168918.13"
"2321","ENSG00000085978.21"
"2322","ENSG00000077044.10"
"2323","ENSG00000085982.13"
"2324","ENSG00000242366.3"
"2325","ENSG00000242515.5"
"2326","ENSG00000241119.1"
"2327","ENSG00000244122.2"
"2328","ENSG00000167165.18"
"2329","ENSG00000240224.1"
"2330","ENSG00000243135.6"
"2331","ENSG00000241635.7"
"2332","ENSG00000072080.10"
"2333","ENSG00000279218.1"
"2334","ENSG00000228162.1"
"2335","ENSG00000188042.7"
"2336","ENSG00000280744.1"
"2337","ENSG00000124835.2"
"2338","ENSG00000163359.15"
"2339","ENSG00000222022.1"
"2340","ENSG00000222032.1"
"2341","ENSG00000184182.18"
"2342","ENSG00000258984.5"
"2343","ENSG00000132323.8"
"2344","ENSG00000204104.11"
"2345","ENSG00000227459.1"
"2346","ENSG00000178586.5"
"2347","ENSG00000172428.10"
"2348","ENSG00000188542.9"
"2349","ENSG00000142327.12"
"2350","ENSG00000260942.1"
"2351","ENSG00000122085.16"
"2352","ENSG00000115685.14"
"2353","ENSG00000115677.16"
"2354","ENSG00000168385.17"
"2355","ENSG00000006607.13"
"2356","ENSG00000115694.14"
"2357","ENSG00000176946.11"
"2358","ENSG00000168393.12"
"2359","ENSG00000168395.15"
"2360","ENSG00000237940.3"
"2361","ENSG00000280119.1"
"2362","ENSG00000234661.2"
"2363","ENSG00000224957.5"
"2364","ENSG00000224239.1"
"2365","ENSG00000134115.12"
"2366","ENSG00000237990.3"
"2367","ENSG00000072756.16"
"2368","ENSG00000113851.14"
"2369","ENSG00000271870.1"
"2370","ENSG00000223727.6"
"2371","ENSG00000144455.13"
"2372","ENSG00000170364.12"
"2373","ENSG00000231249.1"
"2374","ENSG00000150995.18"
"2375","ENSG00000235978.6"
"2376","ENSG00000134107.4"
"2377","ENSG00000134108.12"
"2378","ENSG00000134109.10"
"2379","ENSG00000229642.1"
"2380","ENSG00000189229.10"
"2381","ENSG00000231401.1"
"2382","ENSG00000071282.11"
"2383","ENSG00000180914.10"
"2384","ENSG00000070950.9"
"2385","ENSG00000227929.4"
"2386","ENSG00000254485.5"
"2387","ENSG00000206573.8"
"2388","ENSG00000134077.15"
"2389","ENSG00000168137.15"
"2390","ENSG00000156959.8"
"2391","ENSG00000134072.10"
"2392","ENSG00000171148.13"
"2393","ENSG00000241553.12"
"2394","ENSG00000250151.9"
"2395","ENSG00000214021.15"
"2396","ENSG00000156990.14"
"2397","ENSG00000171135.13"
"2398","ENSG00000163703.17"
"2399","ENSG00000269894.1"
"2400","ENSG00000269982.1"
"2401","ENSG00000125037.12"
"2402","ENSG00000206567.9"
"2403","ENSG00000144554.10"
"2404","ENSG00000254999.3"
"2405","ENSG00000134086.7"
"2406","ENSG00000134070.4"
"2407","ENSG00000231177.4"
"2408","ENSG00000157017.15"
"2409","ENSG00000240288.7"
"2410","ENSG00000157020.17"
"2411","ENSG00000144560.14"
"2412","ENSG00000144559.10"
"2413","ENSG00000132170.19"
"2414","ENSG00000154743.17"
"2415","ENSG00000225526.4"
"2416","ENSG00000075975.15"
"2417","ENSG00000088726.15"
"2418","ENSG00000144713.12"
"2419","ENSG00000207496.1"
"2420","ENSG00000132182.11"
"2421","ENSG00000163528.12"
"2422","ENSG00000170876.7"
"2423","ENSG00000154767.14"
"2424","ENSG00000170860.3"
"2425","ENSG00000131389.16"
"2426","ENSG00000154781.15"
"2427","ENSG00000154783.11"
"2428","ENSG00000225733.5"
"2429","ENSG00000177463.15"
"2430","ENSG00000131375.9"
"2431","ENSG00000224660.1"
"2432","ENSG00000131370.15"
"2433","ENSG00000144597.13"
"2434","ENSG00000206561.12"
"2435","ENSG00000169814.12"
"2436","ENSG00000206560.11"
"2437","ENSG00000263740.2"
"2438","ENSG00000154813.9"
"2439","ENSG00000154814.13"
"2440","ENSG00000131378.13"
"2441","ENSG00000269391.1"
"2442","ENSG00000154822.17"
"2443","ENSG00000131374.14"
"2444","ENSG00000183960.8"
"2445","ENSG00000163576.17"
"2446","ENSG00000231304.2"
"2447","ENSG00000261734.1"
"2448","ENSG00000151789.10"
"2449","ENSG00000170142.11"
"2450","ENSG00000197885.10"
"2451","ENSG00000174748.18"
"2452","ENSG00000174738.12"
"2453","ENSG00000224074.3"
"2454","ENSG00000151090.17"
"2455","ENSG00000077097.15"
"2456","ENSG00000151092.16"
"2457","ENSG00000163491.16"
"2458","ENSG00000033867.16"
"2459","ENSG00000163508.12"
"2460","ENSG00000229243.1"
"2461","ENSG00000163512.13"
"2462","ENSG00000206559.7"
"2463","ENSG00000283563.1"
"2464","ENSG00000199927.2"
"2465","ENSG00000281710.1"
"2466","ENSG00000163513.17"
"2467","ENSG00000261468.1"
"2468","ENSG00000163527.9"
"2469","ENSG00000232490.6"
"2470","ENSG00000152642.10"
"2471","ENSG00000153551.13"
"2472","ENSG00000091317.7"
"2473","ENSG00000182973.18"
"2474","ENSG00000183813.6"
"2475","ENSG00000170266.15"
"2476","ENSG00000188167.8"
"2477","ENSG00000275090.1"
"2478","ENSG00000170275.14"
"2479","ENSG00000153558.13"
"2480","ENSG00000153560.11"
"2481","ENSG00000163539.16"
"2482","ENSG00000170248.13"
"2483","ENSG00000226320.5"
"2484","ENSG00000172995.16"
"2485","ENSG00000144681.10"
"2486","ENSG00000163673.7"
"2487","ENSG00000178567.7"
"2488","ENSG00000076242.14"
"2489","ENSG00000093167.17"
"2490","ENSG00000198590.11"
"2491","ENSG00000235257.8"
"2492","ENSG00000144677.14"
"2493","ENSG00000172936.12"
"2494","ENSG00000172939.8"
"2495","ENSG00000114739.13"
"2496","ENSG00000157036.12"
"2497","ENSG00000168356.11"
"2498","ENSG00000114742.13"
"2499","ENSG00000168026.18"
"2500","ENSG00000284669.1"
"2501","ENSG00000168329.13"
"2502","ENSG00000144659.10"
"2503","ENSG00000168028.13"
"2504","ENSG00000206760.1"
"2505","ENSG00000202363.1"
"2506","ENSG00000168314.17"
"2507","ENSG00000280739.2"
"2508","ENSG00000114784.3"
"2509","ENSG00000188846.13"
"2510","ENSG00000233919.1"
"2511","ENSG00000168036.16"
"2512","ENSG00000168038.10"
"2513","ENSG00000157093.8"
"2514","ENSG00000008324.11"
"2515","ENSG00000114857.17"
"2516","ENSG00000173811.10"
"2517","ENSG00000280571.1"
"2518","ENSG00000181061.13"
"2519","ENSG00000235288.3"
"2520","ENSG00000144648.15"
"2521","ENSG00000273328.5"
"2522","ENSG00000180432.5"
"2523","ENSG00000163788.13"
"2524","ENSG00000234617.1"
"2525","ENSG00000160746.12"
"2526","ENSG00000280435.1"
"2527","ENSG00000261786.1"
"2528","ENSG00000179152.19"
"2529","ENSG00000185219.16"
"2530","ENSG00000178917.15"
"2531","ENSG00000144792.9"
"2532","ENSG00000186448.14"
"2533","ENSG00000272077.1"
"2534","ENSG00000196653.11"
"2535","ENSG00000186446.11"
"2536","ENSG00000163807.5"
"2537","ENSG00000163808.16"
"2538","ENSG00000075914.12"
"2539","ENSG00000163815.5"
"2540","ENSG00000249992.1"
"2541","ENSG00000011376.9"
"2542","ENSG00000144791.9"
"2543","ENSG00000211456.10"
"2544","ENSG00000279017.1"
"2545","ENSG00000163820.14"
"2546","ENSG00000172215.5"
"2547","ENSG00000121807.5"
"2548","ENSG00000160791.13"
"2549","ENSG00000283646.1"
"2550","ENSG00000012223.12"
"2551","ENSG00000163825.3"
"2552","ENSG00000268324.2"
"2553","ENSG00000188086.13"
"2554","ENSG00000160799.11"
"2555","ENSG00000160796.16"
"2556","ENSG00000181555.20"
"2557","ENSG00000227398.3"
"2558","ENSG00000088727.12"
"2559","ENSG00000173473.10"
"2560","ENSG00000047849.21"
"2561","ENSG00000265078.2"
"2562","ENSG00000164047.4"
"2563","ENSG00000164048.13"
"2564","ENSG00000232112.3"
"2565","ENSG00000164053.19"
"2566","ENSG00000164054.15"
"2567","ENSG00000010256.10"
"2568","ENSG00000213672.7"
"2569","ENSG00000114302.15"
"2570","ENSG00000178537.9"
"2571","ENSG00000178467.17"
"2572","ENSG00000178252.17"
"2573","ENSG00000178057.14"
"2574","ENSG00000178035.11"
"2575","ENSG00000198218.10"
"2576","ENSG00000172053.17"
"2577","ENSG00000172037.13"
"2578","ENSG00000177352.9"
"2579","ENSG00000185909.14"
"2580","ENSG00000114316.12"
"2581","ENSG00000233276.3"
"2582","ENSG00000067560.10"
"2583","ENSG00000145022.4"
"2584","ENSG00000145020.15"
"2585","ENSG00000283189.2"
"2586","ENSG00000173402.11"
"2587","ENSG00000164062.12"
"2588","ENSG00000164068.15"
"2589","ENSG00000176095.11"
"2590","ENSG00000185614.4"
"2591","ENSG00000182179.12"
"2592","ENSG00000183763.8"
"2593","ENSG00000004534.14"
"2594","ENSG00000003756.16"
"2595","ENSG00000235016.1"
"2596","ENSG00000114353.16"
"2597","ENSG00000213600.3"
"2598","ENSG00000214706.10"
"2599","ENSG00000186792.16"
"2600","ENSG00000114383.9"
"2601","ENSG00000068028.17"
"2602","ENSG00000114735.9"
"2603","ENSG00000114737.15"
"2604","ENSG00000114738.10"
"2605","ENSG00000273356.1"
"2606","ENSG00000259956.1"
"2607","ENSG00000164082.14"
"2608","ENSG00000229972.7"
"2609","ENSG00000280422.1"
"2610","ENSG00000090097.21"
"2611","ENSG00000272762.5"
"2612","ENSG00000114779.19"
"2613","ENSG00000162244.10"
"2614","ENSG00000164086.9"
"2615","ENSG00000023330.14"
"2616","ENSG00000280003.1"
"2617","ENSG00000239732.3"
"2618","ENSG00000173366.11"
"2619","ENSG00000247596.8"
"2620","ENSG00000243224.1"
"2621","ENSG00000164088.17"
"2622","ENSG00000164091.11"
"2623","ENSG00000010318.20"
"2624","ENSG00000010322.15"
"2625","ENSG00000168273.7"
"2626","ENSG00000163939.18"
"2627","ENSG00000163938.16"
"2628","ENSG00000016864.18"
"2629","ENSG00000114902.13"
"2630","ENSG00000114904.12"
"2631","ENSG00000055955.15"
"2632","ENSG00000243696.4"
"2633","ENSG00000272573.5"
"2634","ENSG00000248592.7"
"2635","ENSG00000213533.11"
"2636","ENSG00000163933.9"
"2637","ENSG00000163932.13"
"2638","ENSG00000163931.15"
"2639","ENSG00000113811.10"
"2640","ENSG00000265992.1"
"2641","ENSG00000187672.12"
"2642","ENSG00000163947.11"
"2643","ENSG00000186451.1"
"2644","ENSG00000163666.8"
"2645","ENSG00000157500.10"
"2646","ENSG00000174844.14"
"2647","ENSG00000168374.10"
"2648","ENSG00000272146.5"
"2649","ENSG00000163681.14"
"2650","ENSG00000136068.14"
"2651","ENSG00000163686.14"
"2652","ENSG00000163684.11"
"2653","ENSG00000255154.7"
"2654","ENSG00000168297.15"
"2655","ENSG00000168291.12"
"2656","ENSG00000272360.1"
"2657","ENSG00000168301.12"
"2658","ENSG00000168309.16"
"2659","ENSG00000163689.19"
"2660","ENSG00000189283.9"
"2661","ENSG00000244342.5"
"2662","ENSG00000241359.1"
"2663","ENSG00000188817.7"
"2664","ENSG00000239653.1"
"2665","ENSG00000163636.10"
"2666","ENSG00000243410.1"
"2667","ENSG00000272610.1"
"2668","ENSG00000163376.11"
"2669","ENSG00000172340.14"
"2670","ENSG00000241316.6"
"2671","ENSG00000163378.13"
"2672","ENSG00000244513.6"
"2673","ENSG00000144746.6"
"2674","ENSG00000163380.15"
"2675","ENSG00000114541.14"
"2676","ENSG00000241667.1"
"2677","ENSG00000187098.14"
"2678","ENSG00000240405.6"
"2679","ENSG00000114861.18"
"2680","ENSG00000277539.1"
"2681","ENSG00000244203.2"
"2682","ENSG00000274387.1"
"2683","ENSG00000242094.1"
"2684","ENSG00000270562.1"
"2685","ENSG00000163412.12"
"2686","ENSG00000170837.2"
"2687","ENSG00000163421.8"
"2688","ENSG00000241163.7"
"2689","ENSG00000260670.1"
"2690","ENSG00000163602.10"
"2691","ENSG00000163605.14"
"2692","ENSG00000255423.1"
"2693","ENSG00000113805.8"
"2694","ENSG00000272690.5"
"2695","ENSG00000172969.7"
"2696","ENSG00000227124.8"
"2697","ENSG00000240241.5"
"2698","ENSG00000242828.1"
"2699","ENSG00000241593.5"
"2700","ENSG00000114480.12"
"2701","ENSG00000242009.1"
"2702","ENSG00000239440.5"
"2703","ENSG00000175161.13"
"2704","ENSG00000281392.1"
"2705","ENSG00000083937.8"
"2706","ENSG00000179097.5"
"2707","ENSG00000163320.10"
"2708","ENSG00000175105.6"
"2709","ENSG00000179021.9"
"2710","ENSG00000283434.1"
"2711","ENSG00000184500.14"
"2712","ENSG00000169379.15"
"2713","ENSG00000178694.9"
"2714","ENSG00000269028.3"
"2715","ENSG00000080200.9"
"2716","ENSG00000183185.9"
"2717","ENSG00000231192.2"
"2718","ENSG00000236032.3"
"2719","ENSG00000196098.2"
"2720","ENSG00000080822.16"
"2721","ENSG00000154165.4"
"2722","ENSG00000239445.5"
"2723","ENSG00000064225.12"
"2724","ENSG00000057019.15"
"2725","ENSG00000244464.1"
"2726","ENSG00000273374.1"
"2727","ENSG00000184220.11"
"2728","ENSG00000168386.18"
"2729","ENSG00000036054.12"
"2730","ENSG00000154174.7"
"2731","ENSG00000181458.10"
"2732","ENSG00000144820.7"
"2733","ENSG00000114354.13"
"2734","ENSG00000081148.11"
"2735","ENSG00000138468.15"
"2736","ENSG00000174173.6"
"2737","ENSG00000081154.11"
"2738","ENSG00000256628.3"
"2739","ENSG00000114391.12"
"2740","ENSG00000214407.3"
"2741","ENSG00000241280.1"
"2742","ENSG00000170044.8"
"2743","ENSG00000170017.12"
"2744","ENSG00000243701.5"
"2745","ENSG00000239828.6"
"2746","ENSG00000273125.1"
"2747","ENSG00000114439.18"
"2748","ENSG00000241469.7"
"2749","ENSG00000279277.1"
"2750","ENSG00000196776.14"
"2751","ENSG00000271856.1"
"2752","ENSG00000114446.4"
"2753","ENSG00000114455.13"
"2754","ENSG00000144821.9"
"2755","ENSG00000163519.13"
"2756","ENSG00000114487.9"
"2757","ENSG00000163530.4"
"2758","ENSG00000121570.12"
"2759","ENSG00000240895.1"
"2760","ENSG00000206532.2"
"2761","ENSG00000153283.12"
"2762","ENSG00000177494.5"
"2763","ENSG00000240891.7"
"2764","ENSG00000144824.20"
"2765","ENSG00000144827.8"
"2766","ENSG00000144834.13"
"2767","ENSG00000176040.13"
"2768","ENSG00000114529.12"
"2769","ENSG00000174500.12"
"2770","ENSG00000261488.1"
"2771","ENSG00000091972.18"
"2772","ENSG00000144848.10"
"2773","ENSG00000240893.1"
"2774","ENSG00000163607.15"
"2775","ENSG00000163608.14"
"2776","ENSG00000206530.10"
"2777","ENSG00000163611.11"
"2778","ENSG00000072858.10"
"2779","ENSG00000241529.3"
"2780","ENSG00000176542.9"
"2781","ENSG00000184307.14"
"2782","ENSG00000241490.1"
"2783","ENSG00000181847.11"
"2784","ENSG00000241560.5"
"2785","ENSG00000172020.12"
"2786","ENSG00000243197.7"
"2787","ENSG00000242385.1"
"2788","ENSG00000239877.2"
"2789","ENSG00000163424.8"
"2790","ENSG00000121578.12"
"2791","ENSG00000031081.10"
"2792","ENSG00000241155.1"
"2793","ENSG00000176142.12"
"2794","ENSG00000163389.10"
"2795","ENSG00000113845.9"
"2796","ENSG00000121594.11"
"2797","ENSG00000121577.13"
"2798","ENSG00000138495.6"
"2799","ENSG00000082701.14"
"2800","ENSG00000163428.3"
"2801","ENSG00000163430.11"
"2802","ENSG00000065518.7"
"2803","ENSG00000113924.11"
"2804","ENSG00000144840.8"
"2805","ENSG00000153767.9"
"2806","ENSG00000145087.12"
"2807","ENSG00000051341.13"
"2808","ENSG00000163833.7"
"2809","ENSG00000180353.10"
"2810","ENSG00000222057.1"
"2811","ENSG00000173230.15"
"2812","ENSG00000145088.8"
"2813","ENSG00000163406.10"
"2814","ENSG00000121552.3"
"2815","ENSG00000160124.9"
"2816","ENSG00000114023.15"
"2817","ENSG00000272758.5"
"2818","ENSG00000114030.12"
"2819","ENSG00000138496.16"
"2820","ENSG00000163840.9"
"2821","ENSG00000173200.12"
"2822","ENSG00000173193.13"
"2823","ENSG00000169087.10"
"2824","ENSG00000138463.8"
"2825","ENSG00000273033.2"
"2826","ENSG00000065485.19"
"2827","ENSG00000121542.11"
"2828","ENSG00000206527.9"
"2829","ENSG00000239523.5"
"2830","ENSG00000065534.18"
"2831","ENSG00000250174.5"
"2832","ENSG00000273123.1"
"2833","ENSG00000175455.14"
"2834","ENSG00000160145.15"
"2835","ENSG00000082781.11"
"2836","ENSG00000280042.1"
"2837","ENSG00000173702.7"
"2838","ENSG00000163848.19"
"2839","ENSG00000201800.1"
"2840","ENSG00000144909.7"
"2841","ENSG00000114547.9"
"2842","ENSG00000070476.14"
"2843","ENSG00000180767.9"
"2844","ENSG00000206483.5"
"2845","ENSG00000239921.3"
"2846","ENSG00000114626.17"
"2847","ENSG00000074416.13"
"2848","ENSG00000058262.9"
"2849","ENSG00000175792.11"
"2850","ENSG00000242049.1"
"2851","ENSG00000179348.11"
"2852","ENSG00000198685.3"
"2853","ENSG00000163902.11"
"2854","ENSG00000231305.3"
"2855","ENSG00000169704.4"
"2856","ENSG00000261796.1"
"2857","ENSG00000240682.9"
"2858","ENSG00000169714.16"
"2859","ENSG00000181789.14"
"2860","ENSG00000183624.13"
"2861","ENSG00000184897.5"
"2862","ENSG00000207088.1"
"2863","ENSG00000129071.9"
"2864","ENSG00000163913.11"
"2865","ENSG00000239437.3"
"2866","ENSG00000203644.3"
"2867","ENSG00000251287.8"
"2868","ENSG00000249846.6"
"2869","ENSG00000172752.14"
"2870","ENSG00000196455.7"
"2871","ENSG00000017260.19"
"2872","ENSG00000034533.11"
"2873","ENSG00000114670.13"
"2874","ENSG00000250608.1"
"2875","ENSG00000198585.11"
"2876","ENSG00000114686.8"
"2877","ENSG00000249020.1"
"2878","ENSG00000196353.11"
"2879","ENSG00000014257.15"
"2880","ENSG00000240303.7"
"2881","ENSG00000274810.4"
"2882","ENSG00000113971.19"
"2883","ENSG00000248724.6"
"2884","ENSG00000144868.13"
"2885","ENSG00000091527.15"
"2886","ENSG00000091513.14"
"2887","ENSG00000144867.11"
"2888","ENSG00000154917.10"
"2889","ENSG00000221972.3"
"2890","ENSG00000260633.1"
"2891","ENSG00000129055.12"
"2892","ENSG00000182923.16"
"2893","ENSG00000154928.16"
"2894","ENSG00000114054.13"
"2895","ENSG00000118007.12"
"2896","ENSG00000273486.1"
"2897","ENSG00000239213.5"
"2898","ENSG00000158092.6"
"2899","ENSG00000174564.12"
"2900","ENSG00000118017.3"
"2901","ENSG00000138231.12"
"2902","ENSG00000114098.17"
"2903","ENSG00000181322.13"
"2904","ENSG00000158186.12"
"2905","ENSG00000114107.8"
"2906","ENSG00000051382.8"
"2907","ENSG00000175110.11"
"2908","ENSG00000184432.9"
"2909","ENSG00000163864.15"
"2910","ENSG00000155890.3"
"2911","ENSG00000251270.1"
"2912","ENSG00000249417.1"
"2913","ENSG00000155903.11"
"2914","ENSG00000250170.1"
"2915","ENSG00000114125.13"
"2916","ENSG00000114126.17"
"2917","ENSG00000114127.10"
"2918","ENSG00000175054.14"
"2919","ENSG00000244327.1"
"2920","ENSG00000243818.4"
"2921","ENSG00000188582.8"
"2922","ENSG00000163714.17"
"2923","ENSG00000175040.5"
"2924","ENSG00000181804.14"
"2925","ENSG00000181744.8"
"2926","ENSG00000152952.11"
"2927","ENSG00000114698.14"
"2928","ENSG00000163746.11"
"2929","ENSG00000279320.1"
"2930","ENSG00000188313.12"
"2931","ENSG00000241131.1"
"2932","ENSG00000243347.1"
"2933","ENSG00000153002.11"
"2934","ENSG00000240521.1"
"2935","ENSG00000163754.17"
"2936","ENSG00000071794.15"
"2937","ENSG00000047457.13"
"2938","ENSG00000163762.6"
"2939","ENSG00000169908.11"
"2940","ENSG00000240541.2"
"2941","ENSG00000169903.6"
"2942","ENSG00000018408.14"
"2943","ENSG00000114744.8"
"2944","ENSG00000082996.19"
"2945","ENSG00000070087.13"
"2946","ENSG00000243944.5"
"2947","ENSG00000243321.3"
"2948","ENSG00000244541.5"
"2949","ENSG00000243550.2"
"2950","ENSG00000196428.12"
"2951","ENSG00000144895.11"
"2952","ENSG00000198843.12"
"2953","ENSG00000181788.3"
"2954","ENSG00000214237.10"
"2955","ENSG00000260234.5"
"2956","ENSG00000144893.12"
"2957","ENSG00000174944.8"
"2958","ENSG00000138271.5"
"2959","ENSG00000181631.6"
"2960","ENSG00000169313.9"
"2961","ENSG00000152580.8"
"2962","ENSG00000114771.13"
"2963","ENSG00000198829.6"
"2964","ENSG00000152601.17"
"2965","ENSG00000229619.3"
"2966","ENSG00000169860.6"
"2967","ENSG00000181467.4"
"2968","ENSG00000241912.1"
"2969","ENSG00000238755.3"
"2970","ENSG00000243012.1"
"2971","ENSG00000243069.7"
"2972","ENSG00000174948.5"
"2973","ENSG00000196549.10"
"2974","ENSG00000241336.1"
"2975","ENSG00000114805.16"
"2976","ENSG00000272096.2"
"2977","ENSG00000169359.13"
"2978","ENSG00000163655.15"
"2979","ENSG00000241544.1"
"2980","ENSG00000163660.11"
"2981","ENSG00000201778.1"
"2982","ENSG00000243176.5"
"2983","ENSG00000197415.11"
"2984","ENSG00000174899.10"
"2985","ENSG00000242536.1"
"2986","ENSG00000174891.12"
"2987","ENSG00000178053.17"
"2988","ENSG00000118855.18"
"2989","ENSG00000240207.6"
"2990","ENSG00000272247.1"
"2991","ENSG00000279311.1"
"2992","ENSG00000214216.10"
"2993","ENSG00000248710.1"
"2994","ENSG00000068885.14"
"2995","ENSG00000213186.7"
"2996","ENSG00000186432.8"
"2997","ENSG00000163590.13"
"2998","ENSG00000169251.12"
"2999","ENSG00000240567.1"
"3000","ENSG00000269888.1"
"3001","ENSG00000182447.4"
"3002","ENSG00000241369.5"
"3003","ENSG00000090402.7"
"3004","ENSG00000169064.12"
"3005","ENSG00000114204.14"
"3006","ENSG00000174776.10"
"3007","ENSG00000114209.14"
"3008","ENSG00000163536.12"
"3009","ENSG00000173905.8"
"3010","ENSG00000085276.17"
"3011","ENSG00000270141.3"
"3012","ENSG00000269889.1"
"3013","ENSG00000085274.15"
"3014","ENSG00000114248.9"
"3015","ENSG00000187033.9"
"3016","ENSG00000239219.2"
"3017","ENSG00000008952.16"
"3018","ENSG00000173890.16"
"3019","ENSG00000173889.15"
"3020","ENSG00000163558.12"
"3021","ENSG00000136603.13"
"3022","ENSG00000013293.5"
"3023","ENSG00000244738.1"
"3024","ENSG00000163584.17"
"3025","ENSG00000163577.7"
"3026","ENSG00000163581.13"
"3027","ENSG00000154310.16"
"3028","ENSG00000279673.1"
"3029","ENSG00000240497.2"
"3030","ENSG00000075651.15"
"3031","ENSG00000075420.12"
"3032","ENSG00000121858.10"
"3033","ENSG00000114346.13"
"3034","ENSG00000144962.6"
"3035","ENSG00000237473.1"
"3036","ENSG00000169760.17"
"3037","ENSG00000177694.15"
"3038","ENSG00000177565.16"
"3039","ENSG00000201343.1"
"3040","ENSG00000228561.2"
"3041","ENSG00000197584.11"
"3042","ENSG00000237978.5"
"3043","ENSG00000172667.10"
"3044","ENSG00000229102.1"
"3045","ENSG00000121879.3"
"3046","ENSG00000171121.16"
"3047","ENSG00000121864.9"
"3048","ENSG00000136518.16"
"3049","ENSG00000136522.13"
"3050","ENSG00000136521.12"
"3051","ENSG00000243799.1"
"3052","ENSG00000163728.10"
"3053","ENSG00000145075.11"
"3054","ENSG00000114416.17"
"3055","ENSG00000205981.6"
"3056","ENSG00000242808.7"
"3057","ENSG00000206932.1"
"3058","ENSG00000242512.8"
"3059","ENSG00000260377.1"
"3060","ENSG00000058063.15"
"3061","ENSG00000043093.13"
"3062","ENSG00000078070.12"
"3063","ENSG00000053524.12"
"3064","ENSG00000176597.11"
"3065","ENSG00000199363.1"
"3066","ENSG00000172578.11"
"3067","ENSG00000114796.15"
"3068","ENSG00000163872.15"
"3069","ENSG00000233885.7"
"3070","ENSG00000114770.16"
"3071","ENSG00000186090.10"
"3072","ENSG00000145191.12"
"3073","ENSG00000161203.13"
"3074","ENSG00000161204.11"
"3075","ENSG00000090534.17"
"3076","ENSG00000224153.2"
"3077","ENSG00000177383.4"
"3078","ENSG00000229433.1"
"3079","ENSG00000156931.15"
"3080","ENSG00000073803.13"
"3081","ENSG00000163900.10"
"3082","ENSG00000163898.9"
"3083","ENSG00000163904.12"
"3084","ENSG00000073792.15"
"3085","ENSG00000163915.7"
"3086","ENSG00000136527.17"
"3087","ENSG00000058866.14"
"3088","ENSG00000224406.5"
"3089","ENSG00000197099.8"
"3090","ENSG00000145192.12"
"3091","ENSG00000090512.11"
"3092","ENSG00000113905.4"
"3093","ENSG00000113889.11"
"3094","ENSG00000263826.1"
"3095","ENSG00000238942.1"
"3096","ENSG00000200418.1"
"3097","ENSG00000221420.2"
"3098","ENSG00000200320.1"
"3099","ENSG00000263776.1"
"3100","ENSG00000231724.1"
"3101","ENSG00000073849.14"
"3102","ENSG00000163923.9"
"3103","ENSG00000136514.2"
"3104","ENSG00000280270.1"
"3105","ENSG00000113916.17"
"3106","ENSG00000236412.1"
"3107","ENSG00000145012.13"
"3108","ENSG00000279891.1"
"3109","ENSG00000073282.12"
"3110","ENSG00000090530.9"
"3111","ENSG00000163347.5"
"3112","ENSG00000113946.3"
"3113","ENSG00000198398.2"
"3114","ENSG00000205835.8"
"3115","ENSG00000188729.6"
"3116","ENSG00000188958.9"
"3117","ENSG00000152492.13"
"3118","ENSG00000223812.6"
"3119","ENSG00000231383.2"
"3120","ENSG00000127252.5"
"3121","ENSG00000236508.1"
"3122","ENSG00000127249.14"
"3123","ENSG00000225473.1"
"3124","ENSG00000198836.8"
"3125","ENSG00000114315.3"
"3126","ENSG00000225742.5"
"3127","ENSG00000178732.5"
"3128","ENSG00000185112.5"
"3129","ENSG00000233987.1"
"3130","ENSG00000237222.3"
"3131","ENSG00000230266.1"
"3132","ENSG00000229325.1"
"3133","ENSG00000184203.7"
"3134","ENSG00000252620.1"
"3135","ENSG00000242086.8"
"3136","ENSG00000224614.1"
"3137","ENSG00000226155.1"
"3138","ENSG00000072274.12"
"3139","ENSG00000161217.11"
"3140","ENSG00000163960.11"
"3141","ENSG00000241868.3"
"3142","ENSG00000214097.4"
"3143","ENSG00000174013.7"
"3144","ENSG00000232065.1"
"3145","ENSG00000174004.5"
