"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","hgnc_symbol"
"8642","ENSG00000170855.3",13.5150680482238,-1.53854144974169,0.174275266662514,-8.82822605413703,1.0634894944517e-18,2.00125352711147e-17,"ENSG00000170855","TRIAP1"
"8643","ENSG00000257218.5",23.4009127006644,-0.976196339638435,0.136403728310441,-7.15666904218857,8.26609344513726e-13,9.93252613789584e-12,"ENSG00000257218","GATC"
"8644","ENSG00000111786.8",92.2012999361585,-0.974186004995466,0.12581580797752,-7.74295393127011,9.71332434015077e-15,1.34606976772523e-13,"ENSG00000111786","SRSF9"
"8645","ENSG00000088986.10",461.629851839287,1.51227092983814,0.138489770251216,10.9197302233582,9.27709500458742e-28,3.1537461158811e-26,"ENSG00000088986","DYNLL1"
"8646","ENSG00000110871.14",20.8988131705273,-0.625064388616209,0.142894074733501,-4.37431985743259,1.21811664305203e-05,6.74718266122841e-05,"ENSG00000110871","COQ5"
"8647","ENSG00000022840.15",254.898621611108,-0.286200332324761,0.11101406138012,-2.57805478663456,0.00993582434406827,0.0276210608948518,"ENSG00000022840","RNF10"
"8648","ENSG00000167272.10",8.18991005438608,-0.889268267470357,0.215950185113716,-4.11793241576562,3.82286763704486e-05,0.000194497615176299,"ENSG00000167272","POP5"
"8649","ENSG00000110917.7",78.2126706226313,2.3516700694576,0.158742636844286,14.8143568495993,1.18316286352983e-49,1.99272118799484e-47,"ENSG00000110917","MLEC"
"8650","ENSG00000256364.1",0.911092585284637,1.55365471524114,0.611306736534252,2.54153049915571,0.0110368316597392,0.0301998784595399,"ENSG00000256364",""
"8651","ENSG00000157837.15",170.852601377803,2.18549172891684,0.154026069826814,14.1891027367912,1.07019256555511e-45,1.23758165914194e-43,"ENSG00000157837","SPPL3"
"8652","ENSG00000241388.4",2.17359952846718,1.73477609684145,0.571749468552297,3.03415427955534,0.00241211042088669,0.00816551809581055,"ENSG00000241388","HNF1A-AS1"
"8653","ENSG00000157895.11",18.2863954887364,-0.56109611801711,0.184222503906864,-3.04575231645304,0.00232098945310274,0.0078915196767834,"ENSG00000157895","C12orf43"
"8654","ENSG00000135114.12",14.8408096012479,-0.973630219368629,0.235977583996971,-4.12594367175624,3.69217636939905e-05,0.000188391500734013,"ENSG00000135114","OASL"
"8655","ENSG00000089041.16",12.1326675362338,0.960224430780507,0.260823679910308,3.681507871949,0.000231858629137967,0.00100841012238908,"ENSG00000089041","P2RX7"
"8656","ENSG00000110931.18",39.7916753361505,-0.634504674357649,0.170374659581852,-3.72417280782778,0.000195956670800532,0.00086427048438483,"ENSG00000110931","CAMKK2"
"8657","ENSG00000089053.12",149.758896464154,1.88533124558344,0.142545062576767,13.226212199164,6.19306527420881e-40,4.56218728639084e-38,"ENSG00000089053","ANAPC5"
"8658","ENSG00000256742.1",1.26320462587655,1.91709095087184,0.549707525662823,3.48747445027292,0.000487605509673077,0.00197012817416187,"ENSG00000256742","KDM2B-DT"
"8659","ENSG00000276045.2",51.5492425689153,2.15207524209265,0.217168693162781,9.9096937535077,3.77802426488719e-23,9.58437530698569e-22,"ENSG00000276045","ORAI1"
"8660","ENSG00000188735.12",20.9542551891919,0.794083334302076,0.333885325096014,2.37831157770629,0.0173921230160887,0.0444223821089407,"ENSG00000188735","TMEM120B"
"8661","ENSG00000139725.7",141.733989687491,0.913697580709473,0.128990722997823,7.08343638576935,1.40622961260055e-12,1.65878697981564e-11,"ENSG00000139725","RHOF"
"8662","ENSG00000212694.8",42.6352774245941,2.92158718754345,0.193435935838121,15.1036423241874,1.53230035965972e-51,3.34387481712839e-49,"ENSG00000212694","LINC01089"
"8663","ENSG00000158104.11",10.9542773545386,1.13249303501717,0.38550704559651,2.93767143286531,0.00330687285425199,0.0107583256729776,"ENSG00000158104","HPD"
"8664","ENSG00000110801.13",26.2211789320676,-0.653930710834742,0.135944442883679,-4.81027908874715,1.50719699580516e-06,9.55593971567191e-06,"ENSG00000110801","PSMD9"
"8665","ENSG00000256950.2",23.9898569817838,-0.752540318186883,0.131161409798509,-5.73751318579864,9.60768018785414e-09,7.86558569634932e-08,"ENSG00000256950",""
"8666","ENSG00000158023.9",15.3226870908329,1.51470917205864,0.350190852186502,4.32538189561829,1.52267833571451e-05,8.31054372013607e-05,"ENSG00000158023","CFAP251"
"8667","ENSG00000255856.2",2.79573346505659,1.72329517989136,0.380385953720959,4.53038594888685,5.8876031649314e-06,3.43309599862901e-05,"ENSG00000255856",""
"8668","ENSG00000256546.1",2.50105863931177,1.81757049496774,0.59722708113802,3.04334909177987,0.00233960752787224,0.00794616932108897,"ENSG00000256546","LINC02985"
"8669","ENSG00000175727.13",156.048816378217,1.3925458106938,0.150376723180311,9.26038140240665,2.03703254699209e-20,4.29746107496927e-19,"ENSG00000175727","MLXIP"
"8670","ENSG00000184047.16",27.1055071259935,-0.454898127927494,0.126812488732619,-3.58717136201496,0.000334284648394284,0.00140607397702839,"ENSG00000184047","DIABLO"
"8671","ENSG00000256861.1",41.6584390477299,-0.779163352354754,0.106252771277464,-7.33311087312801,2.24870747223269e-13,2.819741621808e-12,"ENSG00000256861",""
"8672","ENSG00000139719.9",28.3727934371065,-0.768740093735992,0.128251787849746,-5.99399124662973,2.04752398583243e-09,1.79928552900927e-08,"ENSG00000139719","VPS33A"
"8673","ENSG00000280389.1",0.439977703767813,1.70917963671444,0.605735966516155,2.82165783640794,0.00477761210877995,0.0147717303089106,"ENSG00000280389",NA
"8674","ENSG00000130779.19",192.216413169868,1.10520118691027,0.170300132293775,6.48972594456797,8.59926533965706e-11,8.65684970577083e-10,"ENSG00000130779","CLIP1"
"8675","ENSG00000257097.1",1.03811615497166,1.81171372026571,0.762264673300638,2.3767515191553,0.0174658493184376,0.0445789362909755,"ENSG00000257097","CLIP1-AS1"
